,wine,variety,country,points,price,taster
2703,Château La Joya 2000 Estate Bottled Reserve Merlot (Colchagua Valley),Merlot,Chile,87,12.0,
2719,Concha y Toro 2002 Xplorador Merlot (Rapel Valley),Merlot,Chile,87,7.0,Michael Schachner
2735,Woodbridge by Robert Mondavi 2013 Merlot (California),Merlot,US,86,8.0,Jim Gordon
2738,Echeverria 2014 Reserva Merlot (Central Valley),Merlot,Chile,86,11.0,Michael Schachner
2749,Cramele Recas 2015 Dreambird Merlot (Romania),Merlot,Romania,86,7.0,Jeff Jenssen
2754,Le Petit Cochonnet 2015 Merlot (Pays d'Oc),Merlot,France,84,10.0,Lauren Buzzeo
2760,Montes 2014 Classic Series Merlot (Colchagua Costa),Merlot,Chile,84,13.0,Michael Schachner
2808,Kirkland Signature 2013 Signature Series Merlot (Oakville),Merlot,US,87,15.0,Virginie Boone
2819,Barlow 2012 Unfiltered Merlot (Calistoga),Merlot,US,86,35.0,Virginie Boone
2834,Bench 2014 Merlot (Knights Valley),Merlot,US,88,24.0,Virginie Boone
2859,Sangervasio 2011 I Renai Merlot (Toscana),Merlot,Italy,88,45.0,Kerin O’Keefe
2863,Vanderbilt 2013 Reserve Merlot (Dry Creek Valley),Merlot,US,88,27.0,Virginie Boone
2879,Market Vineyards 2009 Benchmark Merlot (Columbia Valley (WA)),Merlot,US,91,29.0,Paul Gregutt
2930,Morandé 2008 Pionero Merlot (Rapel Valley),Merlot,Chile,84,9.0,Michael Schachner
2955,Kenwood 2004 Reserve Merlot (Sonoma County),Merlot,US,86,25.0,
2973,Lovingston 2005 Josie's Knoll Merlot (Monticello),Merlot,US,85,18.0,Susan Kostrzewa
2977,Château Montlandrie 2014  Castillon Côtes de Bordeaux,Merlot,France,91,25.0,Roger Voss
3008,Forgeron 2009 Merlot (Columbia Valley (WA)),Merlot,US,93,30.0,Paul Gregutt
3033,Franciscan 2013 Merlot (Napa Valley),Merlot,US,88,23.0,Virginie Boone
3036,Kestrel 2012 Falcon Series Merlot (Yakima Valley),Merlot,US,88,25.0,Sean P. Sullivan
3147,Helix by Reininger 2005 Merlot (Columbia Valley (WA)),Merlot,US,89,22.0,Paul Gregutt
3201,Tua Rita 2013 Redigaffi Merlot (Toscana),Merlot,Italy,90,400.0,Kerin O’Keefe
3221,Chelsea Goldschmidt 2011 Merlot (Dry Creek Valley),Merlot,US,88,17.0,
3222,Peju 2009 Merlot (Napa Valley),Merlot,US,88,35.0,
3238,Parcel 41 2011 Merlot (Napa Valley),Merlot,US,88,19.0,
3256,Hanaiali'i 2013 Merlot (Napa Valley),Merlot,US,86,30.0,Virginie Boone
3259,Loft 2013 Merlot (Monterey),Merlot,US,86,30.0,Matt Kettmann
3429,Silverado 2011 Estate Grown Mt. George Vineyard Merlot (Napa Valley),Merlot,US,86,35.0,Virginie Boone
3450,Leaping Lizard 2014 Merlot (California),Merlot,US,88,10.0,Jim Gordon
3474,Recanati 2006 Reserve Kosher Merlot (Ella Valley),Merlot,Israel,88,25.0,Lauren Buzzeo
3593,Coquerel Family Wine Estates 2009 Merlot (Calistoga),Merlot,US,86,35.0,
3623,Waterstone 2008 Merlot (Napa Valley),Merlot,US,82,18.0,
3636,Cerro Prieto 2008 Reserve Merlot (Paso Robles),Merlot,US,81,37.0,
3663,Rancho Sisquoc 2007 Flood Family Vineyards Merlot (Santa Barbara County),Merlot,US,84,20.0,
3669,181 2008 Merlot (Lodi),Merlot,US,84,15.0,
3745,Pomar Junction 2013 Merlot (Paso Robles),Merlot,US,86,38.0,Matt Kettmann
3748,Domino 2013 Merlot (California),Merlot,US,86,7.0,Jim Gordon
3757,Kunde 2011 Kinneybrook Merlot (Sonoma County),Merlot,US,86,17.0,
4027,Airfield Estates 2013 Merlot (Yakima Valley),Merlot,US,88,25.0,Sean P. Sullivan
4064,Waters Crest 2010 Grand Vin Merlot (North Fork of Long Island),Merlot,US,90,35.0,Anna Lee C. Iijima
4095,Silverado 2011 Estate Grown Mt. George Vineyard Merlot (Napa Valley),Merlot,US,86,35.0,Virginie Boone
4172,Claar 2011 Estate Grown and Bottled Merlot (Columbia Valley (WA)),Merlot,US,87,25.0,Sean P. Sullivan
4177,Skyfall 2012 Merlot (Columbia Valley (WA)),Merlot,US,87,14.0,Sean P. Sullivan
4178,Snoqualmie 2013 Merlot (Columbia Valley (WA)),Merlot,US,87,10.0,Sean P. Sullivan
4259,Lomas del Valle 2014 Coastal Cool Climate Estate Bottled Merlot (Casablanca Valley),Merlot,Chile,85,17.0,Michael Schachner
4275,Hogue 2013 Merlot (Columbia Valley (WA)),Merlot,US,85,10.0,Sean P. Sullivan
4392,Fetzer 2015 Eagle Peak Merlot (California),Merlot,US,88,10.0,Jim Gordon
4395,Finn Hill 2013 Merveille Stillwater Creek Vineyard Merlot (Columbia Valley (WA)),Merlot,US,88,35.0,Sean P. Sullivan
4411,:Nota Bene 2013 Ciel du Cheval Vineyard Merlot (Red Mountain),Merlot,US,88,35.0,Sean P. Sullivan
4418,Woodward Canyon 2014 Merlot (Columbia Valley (WA)),Merlot,US,89,52.0,Sean P. Sullivan
4456,Decoy 2010 Merlot (Sonoma County),Merlot,US,85,25.0,
4556,Fattoria Giuseppe Savini 2011 Rondineto Merlot (Colli Aprutini),Merlot,Italy,80,12.0,
4731,Canoe Ridge 1998 Reserve Merlot (Columbia Valley (WA)),Merlot,US,90,45.0,Paul Gregutt
4741,Mirassou 1997 Harvest Reserve Merlot (California),Merlot,US,90,18.0,
4746,Louis M. Martini 1997 Merlot (Chiles Valley),Merlot,US,90,25.0,
4754,Seven Hills 1997 Seven Hills Vineyard Merlot (Walla Walla Valley (WA)),Merlot,US,89,25.0,Paul Gregutt
4755,Schug 1997 Heritage Reserve Merlot (Carneros),Merlot,US,89,35.0,
4835,Brander 2007 Merlot (Santa Ynez Valley),Merlot,US,85,20.0,
4888,William Hill Estate 2013 Coastal Collection Merlot (Central Coast),Merlot,US,87,17.0,Matt Kettmann
4899,Lovingston 2012 Josie's Knoll Merlot (Monticello),Merlot,US,91,20.0,Alexander Peartree
4946,Vecchia Cantina di Montepulciano 2008 Poggio Stella Merlot (Cortona),Merlot,Italy,86,13.0,
5003,Cadaretta 2006 Merlot (Columbia Valley (WA)),Merlot,US,88,33.0,Paul Gregutt
5143,Ballentine 2014 Estate Grown Merlot (Napa Valley),Merlot,US,92,35.0,Virginie Boone
5266,Wellington 2009 Merlot (Sonoma Valley),Merlot,US,88,20.0,
5280,Damiani 2010 Sunrise Hill Vineyards Merlot (Finger Lakes),Merlot,US,88,23.0,Anna Lee C. Iijima
5303,Steppe Cellars 2008 Merlot (Columbia Valley (WA)),Merlot,US,88,28.0,Paul Gregutt
5334,Lyeth 2010 L de Lyeth Merlot (Sonoma County),Merlot,US,87,13.0,
5384,Alexander Valley Vineyards 2011 Estate Merlot (Alexander Valley),Merlot,US,85,20.0,
5469,Passion Vineyards 2009 Mango's Vineyard Merlot (Columbia Valley (WA)),Merlot,US,86,22.0,Paul Gregutt
5478,Vistamar 2011 Sepia Reserva Merlot (Central Valley),Merlot,Chile,86,12.0,Michael Schachner
5587,Kestrel 2004 Merlot (Yakima Valley),Merlot,US,86,22.0,Paul Gregutt
5629,Nickel & Nickel 2005 Suscol Vineyard Merlot (Napa Valley),Merlot,US,90,55.0,
5639,Chelsea Goldschmidt 2006 Merlot (Dry Creek Valley),Merlot,US,90,14.0,
5663,Ehlers Estate 2013 Merlot (St. Helena),Merlot,US,90,55.0,Virginie Boone
5678,Milbrandt 2007 The Estates Merlot (Wahluke Slope),Merlot,US,88,25.0,Paul Gregutt
5705,Reininger 2010 Merlot (Walla Walla Valley (WA)),Merlot,US,91,39.0,Paul Gregutt
5795,Romantic 2015 Authentic & Chic Merlot (Vin de France),Merlot,France,83,10.0,Lauren Buzzeo
5808,Tedeschi Family 2012 Stargazer Vineyard Merlot (Napa Valley),Merlot,US,83,26.0,Virginie Boone
5870,Judd's Hill 2013 Swig Vineyard Merlot (Napa Valley),Merlot,US,88,45.0,Virginie Boone
5884,Ghost Pines 2014 Winemaker's Blend Merlot (Sonoma County-Napa County),Merlot,US,88,20.0,Virginie Boone
5921,OS Winery 2013 Sonas Merlot (Yakima Valley),Merlot,US,88,25.0,Sean P. Sullivan
5973,Noble Vines 2013 181 Merlot (Lodi),Merlot,US,87,13.0,Jim Gordon
5976,Pope Valley Winery 2013 Eakle Ranch Merlot (Napa Valley),Merlot,US,87,32.0,Virginie Boone
6083,Forgeron 2012 Merlot (Columbia Valley (WA)),Merlot,US,89,30.0,Sean P. Sullivan
6261,Nickel & Nickel 2010 Harris Vineyard Merlot (Oakville),Merlot,US,95,53.0,
6344,Roark Wine Co. 2015 Merlot (Santa Ynez Valley),Merlot,US,91,32.0,Matt Kettmann
6422,Silver Lake 2006 Merlot (Rattlesnake Hills),Merlot,US,85,12.0,Paul Gregutt
6562,Concha y Toro 2013 Marques de Casa Concha Merlot (Maule Valley),Merlot,Chile,85,25.0,Michael Schachner
6630,Storyteller 2011 Once Upon a Dream Merlot (Sonoma County),Merlot,US,88,25.0,
6706,Barrister 2012 Merlot (Walla Walla Valley (WA)),Merlot,US,91,29.0,Sean P. Sullivan
6765,"Wölffer 2010 Lombardo Merlot (The Hamptons, Long Island)",Merlot,US,89,35.0,Anna Lee C. Iijima
6800,Cuda Ridge Wines 2010 Merlot (Livermore Valley),Merlot,US,89,25.0,Virginie Boone
6991,Brander 2012 Merlot (Santa Ynez Valley),Merlot,US,89,22.0,Matt Kettmann
7057,Buena Vista 2012 Merlot (Carneros),Merlot,US,84,20.0,Virginie Boone
7073,Wente 2005 Crane Ridge Merlot (Livermore Valley),Merlot,US,83,20.0,
7086,Deerfield Ranch 2004 Cuveé Merlot (North Coast),Merlot,US,82,27.0,
7172,One Woman 2010 Estate Reserve Merlot (North Fork of Long Island),Merlot,US,90,48.0,Anna Lee C. Iijima
7192,Novelty Hill 2011 Merlot (Columbia Valley (WA)),Merlot,US,90,23.0,Paul Gregutt
7254,Flora Springs 2013 Merlot (Napa Valley),Merlot,US,89,30.0,Virginie Boone
7287,Starmont 2014 Merlot (Carneros),Merlot,US,90,27.0,Virginie Boone
7323,Kadesh Barnea 2004 Estate Bottled Reserve Kosher Merlot (Negev Hills),Merlot,Israel,81,35.0,Lauren Buzzeo
7337,Occasio 2010 Thatcher Bay Vineyard Merlot (Livermore Valley),Merlot,US,89,35.0,Virginie Boone
7371,Kendall-Jackson 2009 Grand Reserve Merlot (Sonoma County),Merlot,US,92,26.0,
7409,Buena Vista 2005 Merlot (Carneros),Merlot,US,86,21.0,
7420,Koenig Vineyards 2006 Estate Vineyard Merlot,Merlot,US,86,20.0,Susan Kostrzewa
7423,Plaisir De Merle 1998 Merlot (Paarl),Merlot,South Africa,86,22.0,
7428,Thelema 1999 Merlot (Stellenbosch),Merlot,South Africa,86,22.0,
7440,Maddalena 2000 Merlot (Central Coast),Merlot,US,85,12.0,
7441,Ken Forrester 2001 Merlot (Stellenbosch),Merlot,South Africa,85,20.0,
7443,Imagery 1999 Sunny Slope Vineyard Merlot (Sonoma Valley),Merlot,US,85,29.0,
7446,Redwood 2000 Merlot (California),Merlot,US,85,9.0,
7458,Cuyen 2016 Merlot (Central Valley),Merlot,Chile,86,10.0,Michael Schachner
7480,Grgich Hills 2004 Merlot (Napa Valley),Merlot,US,83,40.0,
7492,Cartlidge & Browne 2005 Merlot (California),Merlot,US,83,12.0,
7494,Chaddsford 2005 Merlot (Pennsylvania),Merlot,US,83,17.0,Susan Kostrzewa
7516,Ehlers Estate 2012 Estate Merlot (St. Helena),Merlot,US,92,55.0,Virginie Boone
7574,One Hope 2006 Merlot (California),Merlot,US,85,19.0,
7584,Alpataco 2007 Reserve Merlot (Neuquén),Merlot,Argentina,85,,Michael Schachner
7603,Calama 2001 Merlot (Casablanca Valley),Merlot,Chile,83,9.0,Michael Schachner
7654,Y Rousseau 2009 Cavedale Vineyards Pépé Merlot (Sonoma Valley),Merlot,US,85,39.0,
7706,Vergelegen 2004 Merlot (Stellenbosch),Merlot,South Africa,86,35.0,Susan Kostrzewa
7722,Charles Smith 2014 The Velvet Devil Merlot (Washington),Merlot,US,88,12.0,Sean P. Sullivan
7723,Château Abelyce 2011  Saint-Émilion,Merlot,France,88,45.0,Roger Voss
7726,Château le Prieuré 2014 Délice du Prieuré  (Saint-Émilion),Merlot,France,88,27.0,Roger Voss
7806,Eliseo Silva 2007 Merlot (Columbia Valley (WA)),Merlot,US,87,10.0,Paul Gregutt
7823,Columbia Crest 1999 Grand Estates Merlot (Columbia Valley (WA)),Merlot,US,87,11.0,Paul Gregutt
7839,Columbia Winery 1999 Merlot (Columbia Valley (WA)),Merlot,US,87,15.0,Paul Gregutt
7949,Mojon's Bench 2004 Estate Merlot (Alexander Valley),Merlot,US,88,28.0,
8009,Raymond 2007 Reserve Selection Merlot (Napa Valley),Merlot,US,87,23.0,
8026,Whitehall Lane 2010 Merlot (Napa Valley),Merlot,US,86,28.0,
8040,Santa Carolina 2012 Reserva Merlot (Colchagua Valley),Merlot,Chile,86,12.0,Michael Schachner
8199,Viansa 2006 Merlot (Sonoma County),Merlot,US,91,28.0,
8219,Rutherford Hill 2010 Reserve Merlot (Napa Valley),Merlot,US,92,55.0,
8246,Kiona 2010 Merlot (Columbia Valley (WA)),Merlot,US,89,25.0,Paul Gregutt
8254,Mannina Cellars 2010 Merlot (Walla Walla Valley (WA)),Merlot,US,89,24.0,Paul Gregutt
8326,Boomtown 2011 Merlot (Washington),Merlot,US,87,16.0,Paul Gregutt
8331,Two Mountain 2010 Copeland Vineyard Merlot (Yakima Valley),Merlot,US,87,22.0,Paul Gregutt
8415,Lomas del Valle 2013 Coastal Cool Climate Single Vineyard Merlot (Casablanca Valley),Merlot,Chile,85,19.0,Michael Schachner
8501,Comtesse Thérèse 2005 First Harvest Merlot (North Fork of Long Island),Merlot,US,86,18.0,Anna Lee C. Iijima
8502,Comtesse Thérèse 2006 Aquebogue Estate Merlot (North Fork of Long Island),Merlot,US,86,18.0,Anna Lee C. Iijima
8512,Comtesse Thérèse 2004 Château Reserve Merlot (North Fork of Long Island),Merlot,US,86,30.0,Anna Lee C. Iijima
8521,Liberty Lake 2011 Merlot (Red Mountain),Merlot,US,87,25.0,Sean P. Sullivan
8532,Boomtown 2014 Merlot (Columbia Valley (WA)),Merlot,US,87,19.0,Sean P. Sullivan
8603,Calina 2006 Alcance Merlot (Maule Valley),Merlot,Chile,88,15.0,Michael Schachner
8609,Thorn 2014 Merlot (Napa Valley),Merlot,US,86,45.0,Virginie Boone
8647,J. Bookwalter 2010 Foreshadow Merlot (Columbia Valley (WA)),Merlot,US,89,45.0,Paul Gregutt
8666,Three Rivers 2013 Merlot (Columbia Valley (WA)),Merlot,US,88,21.0,Sean P. Sullivan
8683,Edna Valley Vineyard 2014 Merlot (Central Coast),Merlot,US,88,15.0,Matt Kettmann
8703,Château Lamothe-Vincent 2006 Merlot  (Bordeaux),Merlot,France,88,13.0,Roger Voss
8808,Parducci 2011 Small Lot Blend Merlot (Mendocino),Merlot,US,87,13.0,Virginie Boone
8941,Silverado 2008 Mt George Vineyard Estate Grown Merlot (Napa Valley),Merlot,US,89,35.0,
8961,Seven Bridges 2009 Golden Ridge Vineyard Merlot (Walla Walla Valley (OR)),Merlot,US,89,26.0,Paul Gregutt
9017,Yellow Tail 2006 The Reserve Merlot (South Eastern Australia),Merlot,Australia,88,11.0,
9125,Clos du Val 2011 Merlot (Napa Valley),Merlot,US,90,35.0,Virginie Boone
9148,Casas del Toqui 2011 Merlot (Central Valley),Merlot,Chile,83,12.0,Michael Schachner
9210,Lapostolle 2010 Casa Merlot (Rapel Valley),Merlot,Chile,86,12.0,Michael Schachner
9222,Rosenthal-Malibu Estate 2004 The Devon Vineyard Merlot (Malibu-Newton Canyon),Merlot,US,87,26.0,
9241,Rancho Sisquoc 2014 Flood Family Vineyards Merlot (Santa Barbara County),Merlot,US,91,20.0,Matt Kettmann
9266,Robert Hall 2013 Merlot (Paso Robles),Merlot,US,86,20.0,Matt Kettmann
9288,Chelsea Goldschmidt 2013 Merlot (Dry Creek Valley),Merlot,US,86,17.0,Virginie Boone
9353,KWV 2004 Merlot (Western Cape),Merlot,South Africa,84,11.0,Susan Kostrzewa
9362,Grayson 2006 Merlot (Paso Robles),Merlot,US,84,10.0,
9374,Donati 2005 Merlot (Paicines),Merlot,US,83,25.0,
9411,Vivác Winery 2007 V. by Vivác Single Vineyard Merlot (New Mexico),Merlot,US,83,18.0,
9433,Castle Rock 2011 Merlot (Central Coast),Merlot,US,82,11.0,
9479,Kendall-Jackson 2006 Vintner's Reserve Merlot (Sonoma-Napa-Mendocino),Merlot,US,87,19.0,
9598,Château Tour des Gendres 2010 Les Gendres Parcelle no A307 Merlot (Côtes de Bergerac),Merlot,France,93,,Roger Voss
9637,Leaping Horse 2013 Merlot (California),Merlot,US,85,10.0,Jim Gordon
9686,Finca Sophenia 2008 Reserve Merlot (Tupungato),Merlot,Argentina,86,15.0,Michael Schachner
9768,Adastra 2004 Merlot (Carneros),Merlot,US,92,40.0,
9785,JLC 2004 Spofford Station Estate Merlot (Walla Walla Valley (WA)),Merlot,US,92,36.0,Paul Gregutt
9991,Milbrandt 2006 The Estates Merlot (Wahluke Slope),Merlot,US,89,25.0,Paul Gregutt
10039,Januik 2011 Merlot (Columbia Valley (WA)),Merlot,US,89,25.0,Paul Gregutt
10046,Barnard Griffin 2011 Merlot (Columbia Valley (WA)),Merlot,US,89,17.0,Paul Gregutt
10115,Galil Mountain 2009 Merlot (Galilee),Merlot,Israel,86,15.0,Lauren Buzzeo
10300,Bargetto 2009 Regan Vineyards Reserve Merlot (Santa Cruz Mountains),Merlot,US,88,40.0,
10369,Harbes Family Vineyard 2014 Dry Rosé Merlot (North Fork of Long Island),Merlot,US,87,22.0,Anna Lee C. Iijima
10516,Charles Krug 2008 Merlot (Napa Valley),Merlot,US,88,24.0,
10558,Terre de Vignerons 2016 Le Phare Merlot Merlot (Atlantique),Merlot,France,84,10.0,Roger Voss
10631,Feudo Arancio 2010 Stemmari Merlot (Sicilia),Merlot,Italy,87,10.0,
10645,Bazelet HaGolan 2007 Reserve Merlot (Galilee),Merlot,Israel,87,60.0,Lauren Buzzeo
10649,Viticultori Associati Canicatti 2008 Aquilae Merlot (Sicilia),Merlot,Italy,87,,
10674,Shiloh Road 2011 Merlot (Sonoma County),Merlot,US,84,17.0,
10678,Maryhill 2010 Merlot (Columbia Valley (WA)),Merlot,US,84,17.0,Paul Gregutt
10713,Ballentine 2012 Estate Grown Merlot (Napa Valley),Merlot,US,92,28.0,Virginie Boone
10743,Tenuta dell'Ornellaia 2005 Masseto Merlot (Toscana),Merlot,Italy,95,460.0,
10836,Selene 2006 Frediani Vineyard Merlot (Napa Valley),Merlot,US,90,40.0,
10857,Obelisco Estate 2010 Estate Grown Merlot (Red Mountain),Merlot,US,91,45.0,Paul Gregutt
11008,Heart Catcher 2014 Volcano Ridge Vineyard Merlot (Columbia Gorge (OR)),Merlot,US,90,30.0,Paul Gregutt
11053,Trig Point 2013 Diamond Dust Vineyard Merlot (Alexander Valley),Merlot,US,89,19.0,Virginie Boone
11076,Backsberg 1998 Merlot (Paarl),Merlot,South Africa,82,14.0,
11078,Saxenburg Estate 1998 Merlot (Coastal Region),Merlot,South Africa,82,15.0,
11082,Michel Lynch 1998  Bordeaux,Merlot,France,81,9.0,Joe Czerwinski
11091,Stag's Leap Wine Cellars 1997 Merlot (Napa Valley),Merlot,US,93,35.0,
11096,Kenwood 1997 Massara Vineyard Merlot (Sonoma Valley),Merlot,US,92,25.0,
11140,Elena Walch 2013 Kastelaz Riserva Merlot (Alto Adige),Merlot,Italy,89,46.0,Kerin O’Keefe
11174,Miner 2004 Stagecoach Vineyard Merlot (Napa Valley),Merlot,US,84,35.0,
11249,Alexandria Nicole 2009 Gravity Destiny Ridge Vineyards Estate Grown Merlot (Horse Heaven Hills),Merlot,US,88,24.0,Paul Gregutt
11254,"Wölffer 2008 Estate Merlot (The Hamptons, Long Island)",Merlot,US,88,20.0,Anna Lee C. Iijima
11320,Woodward Canyon 2013 Merlot (Columbia Valley (WA)),Merlot,US,93,52.0,Sean P. Sullivan
11370,Woodbridge by Robert Mondavi 2012 Merlot (California),Merlot,US,81,8.0,
11425,Sbragia 2014 Home Ranch Merlot (Dry Creek Valley),Merlot,US,91,32.0,Virginie Boone
11502,Madorom 2008 Merlot (Napa Valley),Merlot,US,92,50.0,
11597,CK Mondavi 2011 Wildcreek Canyon Merlot (California),Merlot,US,83,7.0,
11613,Spellbound 2011 Merlot (California),Merlot,US,83,15.0,
11630,Plaisance Ranch 2014 Merlot (Applegate Valley),Merlot,US,85,25.0,Paul Gregutt
11643,Santa Luz 2015 Alba Merlot (Central Valley),Merlot,Chile,85,10.0,Michael Schachner
11661,Santa Luz 2011 Gran Reserva Corte Merlot (Colchagua Valley),Merlot,Chile,87,17.0,Michael Schachner
11696,Rippey 2012 Merlot (Napa Valley),Merlot,US,86,30.0,Virginie Boone
11697,Santa Alba 2013 Reserve Merlot (Curicó Valley),Merlot,Chile,86,10.0,Michael Schachner
11743,Kramer 2007 Merlot (Walla Walla Valley (OR)),Merlot,US,89,28.0,Paul Gregutt
11749,Nickel & Nickel 2007 Harris Vineyard Merlot (Oakville),Merlot,US,89,50.0,
11761,Donati 2010 Merlot (Paicines),Merlot,US,84,25.0,
11763,Grayson 2011 Lot 6 Merlot (California),Merlot,US,84,10.0,
11785,Bota Box 2011 Merlot (California),Merlot,US,84,21.0,
11817,Reign 2012 Merlot (Napa Valley),Merlot,US,88,45.0,Virginie Boone
