,wine,variety,country,points,price,taster,twitter handle
1471,Villa Poggio Salvi 2011 Riserva  (Brunello di Montalcino),Sangiovese,Italy,93,85.0,Kerin O’Keefe,@kerinokeefe
1489,Castello di Monastero 2004 Sangiovese (Toscana),Sangiovese,Italy,85,12.0,,
1705,Antonino Tringali-Casanuova 2005 Patrimonio Sangiovese (Toscana),Sangiovese,Italy,86,15.0,,
1732,Lambardi 2010  Brunello di Montalcino,Sangiovese,Italy,92,90.0,Kerin O’Keefe,@kerinokeefe
1736,Tenuta San Giorgio 2010 Ugolforte  (Brunello di Montalcino),Sangiovese,Italy,92,50.0,Kerin O’Keefe,@kerinokeefe
1738,Lisini 2008 Riserva  (Brunello di Montalcino),Sangiovese,Italy,92,80.0,Kerin O’Keefe,@kerinokeefe
1743,Centolani 2010 Poggiotondo  (Brunello di Montalcino),Sangiovese,Italy,92,45.0,Kerin O’Keefe,@kerinokeefe
1781,Capanna 2009  Brunello di Montalcino,Sangiovese,Italy,91,55.0,Kerin O’Keefe,@kerinokeefe
1793,Bolsignano 2009 Grazia  (Brunello di Montalcino),Sangiovese,Italy,91,,Kerin O’Keefe,@kerinokeefe
1797,Uccelliera 2008 Riserva  (Brunello di Montalcino),Sangiovese,Italy,91,,Kerin O’Keefe,@kerinokeefe
2184,Leonetti Cellar 2014 Sangiovese (Walla Walla Valley (WA)),Sangiovese,US,89,70.0,Sean P. Sullivan,@wawinereport
2209,Mesa Del Sol 2011 Sangiovese (Arroyo Seco),Sangiovese,US,88,32.0,Matt Kettmann,@mattkettmann
2296,Mazzei 2007 Fonterutoli  (Chianti Classico),Sangiovese,Italy,90,28.0,,
2313,Tenimenti Angelini 2005 San Leonino Riserva  (Chianti Classico),Sangiovese,Italy,90,37.0,,
2317,Borgo Scopeto 2005 Vigna Misciano Riserva  (Chianti Classico),Sangiovese,Italy,90,34.0,,
2416,Di Majo Norante 2011 Sangiovese (Terra degli Osci),Sangiovese,Italy,85,12.0,,
2450,Ruffino 2010 Greppone Mazzi  (Brunello di Montalcino),Sangiovese,Italy,90,80.0,Kerin O’Keefe,@kerinokeefe
2459,Capanne Ricci 2010  Brunello di Montalcino,Sangiovese,Italy,90,55.0,Kerin O’Keefe,@kerinokeefe
2468,Collosorbo 2009 Riserva  (Brunello di Montalcino),Sangiovese,Italy,90,75.0,Kerin O’Keefe,@kerinokeefe
2625,Pride Mountain 2005 Sangiovese (Sonoma County),Sangiovese,US,82,55.0,,
2659,Conte Ferdinando Guicciardini 2008 Massi di Mandorlaia Riserva  (Morellino di Scansano),Sangiovese,Italy,89,,,
2809,Le Casalte 2012 Quercetonda  (Vino Nobile di Montepulciano),Sangiovese,Italy,87,50.0,Kerin O’Keefe,@kerinokeefe
2820,Bindi Sergardi 2013 Al Canapo  (Chianti Colli Senesi),Sangiovese,Italy,86,15.0,Kerin O’Keefe,@kerinokeefe
2839,Fattoria La Striscia 2014 Sangiovese (Toscana),Sangiovese,Italy,88,,Kerin O’Keefe,@kerinokeefe
2855,Baccinetti 2011 Saporaia  (Brunello di Montalcino),Sangiovese,Italy,88,45.0,Kerin O’Keefe,@kerinokeefe
2939,Three Fox 2007 Il Volpe Sangiovese (Virginia),Sangiovese,US,84,23.0,,
3011,Capannelle 2007 Riserva  (Chianti Classico),Sangiovese,Italy,92,40.0,,
3042,Monte Volpe 2013 Sangiovese (Mendocino County),Sangiovese,US,88,19.0,Jim Gordon,@gordone_cellars
3196,San Carlo 2011  Brunello di Montalcino,Sangiovese,Italy,90,,Kerin O’Keefe,@kerinokeefe
3203,Vino La Monarcha 2014 Sangiovese (Wahluke Slope),Sangiovese,US,90,20.0,Sean P. Sullivan,@wawinereport
3207,Cerbaia 2011  Brunello di Montalcino,Sangiovese,Italy,90,60.0,Kerin O’Keefe,@kerinokeefe
3229,Tre Monti 2009 Thea Riserva  (Sangiovese di Romagna Superiore),Sangiovese,Italy,88,21.0,,
3239,Drei Donà Tenuta La Palazza 2009 Pruno Riserva  (Sangiovese di Romagna Superiore),Sangiovese,Italy,88,40.0,,
3248,Viticoltori Senesi Aretini 2009 Riserva  (Chianti),Sangiovese,Italy,86,18.0,Kerin O’Keefe,@kerinokeefe
3249,Wise Villa 2013 Estate Grown Sangiovese (Placer County),Sangiovese,US,86,35.0,Jim Gordon,@gordone_cellars
3255,Travignoli 2013  Chianti Rufina,Sangiovese,Italy,86,13.0,Kerin O’Keefe,@kerinokeefe
3315,Tenuta di Vignole 2007  Chianti Classico,Sangiovese,Italy,87,,,
3323,Poggio Nardone 2008  Morellino di Scansano,Sangiovese,Italy,87,,,
3327,Giuliano Tiberi 2007 Le Vespe Sangiovese (Toscana),Sangiovese,Italy,87,,,
3330,Rocca delle Macìe 2007  Chianti Classico,Sangiovese,Italy,87,16.0,,
3489,Naggiar 2009 Estate Sangiovese (Sierra Foothills),Sangiovese,US,87,21.0,Virginie Boone,@vboone
3523,Celli 2013 Bron& Ruseval Riserva Sangiovese (Romagna),Sangiovese,Italy,88,27.0,Kerin O’Keefe,@kerinokeefe
3589,Vignavecchia 2008  Chianti Classico,Sangiovese,Italy,86,30.0,,
3727,Castelgiocondo 2014 Campo ai Sassi  (Rosso di Montalcino),Sangiovese,Italy,86,22.0,Kerin O’Keefe,@kerinokeefe
3740,Fattoria dei Barbi 2014  Rosso di Montalcino,Sangiovese,Italy,86,16.0,Kerin O’Keefe,@kerinokeefe
3742,Villa al Cortile 2014  Rosso di Montalcino,Sangiovese,Italy,86,18.0,Kerin O’Keefe,@kerinokeefe
3744,Poggio di Sotto 2013  Rosso di Montalcino,Sangiovese,Italy,86,90.0,Kerin O’Keefe,@kerinokeefe
3756,Fattoria La Lecciaia 2014  Rosso di Montalcino,Sangiovese,Italy,86,15.0,Kerin O’Keefe,@kerinokeefe
3792,Poggio Antico 2012  Rosso di Montalcino,Sangiovese,Italy,88,45.0,Kerin O’Keefe,@kerinokeefe
3796,Il Grillesino 2010 Riserva  (Morellino di Scansano),Sangiovese,Italy,88,20.0,Kerin O’Keefe,@kerinokeefe
3798,La Poderina 2012  Rosso di Montalcino,Sangiovese,Italy,88,33.0,Kerin O’Keefe,@kerinokeefe
3799,Lambardi 2012  Rosso di Montalcino,Sangiovese,Italy,88,35.0,Kerin O’Keefe,@kerinokeefe
3804,Molino di Sant'Antimo 2012 Paolus  (Rosso di Montalcino),Sangiovese,Italy,88,20.0,Kerin O’Keefe,@kerinokeefe
3835,Antico Colle 2010  Vino Nobile di Montepulciano,Sangiovese,Italy,93,22.0,Kerin O’Keefe,@kerinokeefe
4022,Novelty Hill 2011 Stillwater Creek Vineyard Sangiovese (Columbia Valley (WA)),Sangiovese,US,88,28.0,Paul Gregutt,@paulgwine 
4074,Robert Renzoni 2011 VIneyard Riserva Sangiovese (Temecula Valley),Sangiovese,US,90,36.0,Matt Kettmann,@mattkettmann
4217,Verbena 2011 Riserva  (Brunello di Montalcino),Sangiovese,Italy,87,60.0,Kerin O’Keefe,@kerinokeefe
4230,Ridolfi 2014  Rosso di Montalcino,Sangiovese,Italy,88,30.0,Kerin O’Keefe,@kerinokeefe
4255,TAO 2013 Awakening Sangiovese,Sangiovese,US,88,26.0,Matt Kettmann,@mattkettmann
4339,Seconda Stella a Destra 2012  Brunello di Montalcino,Sangiovese,Italy,90,130.0,Kerin O’Keefe,@kerinokeefe
4448,Straccali 2010  Chianti,Sangiovese,Italy,85,10.0,,
4469,Ciacci Piccolomini d'Aragona 2014 Rossofonte  (Rosso di Montalcino),Sangiovese,Italy,91,,Kerin O’Keefe,@kerinokeefe
4543,Costa Archi 2010 Assiolo  (Sangiovese di Romagna Superiore),Sangiovese,Italy,82,21.0,,
4737,Columbia Winery 1998 Red Willow Vyd Sangiovese (Yakima Valley),Sangiovese,US,90,18.0,Paul Gregutt,@paulgwine 
4740,Andrew Will 1999 Ciel du Cheval Sangiovese (Yakima Valley),Sangiovese,US,90,23.0,Paul Gregutt,@paulgwine 
4762,Il Poggione 2009  Brunello di Montalcino,Sangiovese,Italy,90,85.0,Kerin O’Keefe,@kerinokeefe
4770,Conti Costanti 2009  Brunello di Montalcino,Sangiovese,Italy,90,,Kerin O’Keefe,@kerinokeefe
4771,Corte dei Venti 2009  Brunello di Montalcino,Sangiovese,Italy,90,26.0,Kerin O’Keefe,@kerinokeefe
4775,Fattoria dei Barbi 2008 Riserva  (Brunello di Montalcino),Sangiovese,Italy,90,90.0,Kerin O’Keefe,@kerinokeefe
4781,San Lorenzo 2009 Bramante  (Brunello di Montalcino),Sangiovese,Italy,90,50.0,Kerin O’Keefe,@kerinokeefe
4785,Tenuta di Sesta 2009  Brunello di Montalcino,Sangiovese,Italy,90,90.0,Kerin O’Keefe,@kerinokeefe
4786,Terre Nere 2009  Brunello di Montalcino,Sangiovese,Italy,90,38.0,Kerin O’Keefe,@kerinokeefe
5180,Riecine 2011  Chianti Classico,Sangiovese,Italy,90,25.0,Kerin O’Keefe,@kerinokeefe
5184,Terenzi 2012  Morellino di Scansano,Sangiovese,Italy,90,19.0,Kerin O’Keefe,@kerinokeefe
5197,Poggio Scalette 2012  Chianti Classico,Sangiovese,Italy,90,25.0,Kerin O’Keefe,@kerinokeefe
5236,Caparzo 2011  Brunello di Montalcino,Sangiovese,Italy,91,,Kerin O’Keefe,@kerinokeefe
5237,Castelli Martinozzi 2011  Brunello di Montalcino,Sangiovese,Italy,91,50.0,Kerin O’Keefe,@kerinokeefe
5242,Cordella 2010 Riserva  (Brunello di Montalcino),Sangiovese,Italy,91,,Kerin O’Keefe,@kerinokeefe
5249,Querciabella 2012  Chianti Classico,Sangiovese,Italy,91,30.0,Kerin O’Keefe,@kerinokeefe
5251,Salcheto 2010 Salco  (Vino Nobile di Montepulciano),Sangiovese,Italy,91,65.0,Kerin O’Keefe,@kerinokeefe
5312,Castello d'Albola 2008 Le Ellere  (Chianti Classico),Sangiovese,Italy,88,25.0,,
5372,Castello di Gabbiano 2011 Bellezza Gran Selezione  (Chianti Classico),Sangiovese,Italy,89,38.0,Kerin O’Keefe,@kerinokeefe
5491,Tenute Silvio Nardi 2007 Poggio Doria  (Brunello di Montalcino),Sangiovese,Italy,93,148.0,Kerin O’Keefe,@kerinokeefe
5511,Salvioni 2008  Brunello di Montalcino,Sangiovese,Italy,93,209.0,Kerin O’Keefe,@kerinokeefe
5590,Andrew Will 2005 Ciel du Cheval Vineyard Sangiovese (Red Mountain),Sangiovese,US,86,25.0,Paul Gregutt,@paulgwine 
5650,Tua Rita 2013 Perlato del Bosco Sangiovese (Toscana),Sangiovese,Italy,90,28.0,Kerin O’Keefe,@kerinokeefe
5695,Citille di Sopra 2009  Brunello di Montalcino,Sangiovese,Italy,91,65.0,Kerin O’Keefe,@kerinokeefe
5700,Bolsignano 2009 Grazia  (Brunello di Montalcino),Sangiovese,Italy,91,,Kerin O’Keefe,@kerinokeefe
5713,La Poderina 2008 Poggio Abate Riserva  (Brunello di Montalcino),Sangiovese,Italy,91,78.0,Kerin O’Keefe,@kerinokeefe
5835,Renwood 2015 Sangiovese (Amador County),Sangiovese,US,88,28.0,Jim Gordon,@gordone_cellars
6009,Podere Forte 2012 Petrucci Sangiovese (Orcia),Sangiovese,Italy,90,,Kerin O’Keefe,@kerinokeefe
6067,Cantalici L'Antica Fornace di Ridolfo 2012 Baruffo  (Chianti Classico),Sangiovese,Italy,89,22.0,Kerin O’Keefe,@kerinokeefe
6069,Castello di Gabbiano 2011 Riserva  (Chianti Classico),Sangiovese,Italy,89,20.0,Kerin O’Keefe,@kerinokeefe
6081,Fattoria Il Lago 2012  Chianti Rufina,Sangiovese,Italy,89,18.0,Kerin O’Keefe,@kerinokeefe
6082,Fattoria Valacchi 2012  Chianti,Sangiovese,Italy,89,15.0,Kerin O’Keefe,@kerinokeefe
6314,Natale Verga 2010 Riserva  (Chianti Classico),Sangiovese,Italy,83,20.0,Kerin O’Keefe,@kerinokeefe
6590,Villa Cerna 2006  Chianti Classico,Sangiovese,Italy,87,,,
6592,Gagliole 2006 Rubiolo  (Chianti Classico),Sangiovese,Italy,87,,,
6596,Castello Vicchiomaggio 2006 Montevasco  (Chianti Classico),Sangiovese,Italy,86,,,
6603,Villa Poggio Salvi 2006 Caspagnolo  (Chianti Colli Senesi),Sangiovese,Italy,86,15.0,,
6626,Querciavalle 2007 Losi Millennium Riserva  (Chianti Classico),Sangiovese,Italy,88,36.0,,
6750,Fattoria La Lecciaia 2009 Vigna Manapetra  (Brunello di Montalcino),Sangiovese,Italy,89,48.0,Kerin O’Keefe,@kerinokeefe
6757,La Collina dei Lecci 2009  Brunello di Montalcino,Sangiovese,Italy,89,40.0,Kerin O’Keefe,@kerinokeefe
6759,Poggio Antico 2009  Brunello di Montalcino,Sangiovese,Italy,89,80.0,Kerin O’Keefe,@kerinokeefe
6769,Canalicchio Franco Pacenti 2009  Brunello di Montalcino,Sangiovese,Italy,89,70.0,Kerin O’Keefe,@kerinokeefe
6770,Caparzo 2009  Brunello di Montalcino,Sangiovese,Italy,89,40.0,Kerin O’Keefe,@kerinokeefe
6960,Vèscine 2005 Lodolaio Riserva  (Chianti Classico),Sangiovese,Italy,89,,,
7321,Tenuta Sette Ponti 2005 Vigna di Pallino Sangiovese (Toscana),Sangiovese,Italy,81,10.0,,
7343,Mastrojanni 2009  Brunello di Montalcino,Sangiovese,Italy,88,50.0,Kerin O’Keefe,@kerinokeefe
7345,Palazzo 2009  Brunello di Montalcino,Sangiovese,Italy,88,70.0,Kerin O’Keefe,@kerinokeefe
7348,Piccini 2009 Villa al Cortile  (Brunello di Montalcino),Sangiovese,Italy,88,45.0,Kerin O’Keefe,@kerinokeefe
7349,Pietroso 2009  Brunello di Montalcino,Sangiovese,Italy,88,45.0,Kerin O’Keefe,@kerinokeefe
7352,San Giacomo 2009  Brunello di Montalcino,Sangiovese,Italy,88,50.0,Kerin O’Keefe,@kerinokeefe
7361,Il Poggiolo 2009 Annata  (Brunello di Montalcino),Sangiovese,Italy,88,60.0,Kerin O’Keefe,@kerinokeefe
7362,La Rasina 2009  Brunello di Montalcino,Sangiovese,Italy,88,,Kerin O’Keefe,@kerinokeefe
7534,Vignamaggio 2008 Il Morino Sangiovese (Toscana),Sangiovese,Italy,87,10.0,,
7536,Piccini 2006 Riserva  (Chianti Classico),Sangiovese,Italy,87,22.0,,
7539,Tenuta di Trecciano 2006 Terra Rossa Riserva  (Chianti Colli Senesi),Sangiovese,Italy,87,,,
7541,Banfi 2007 Riserva  (Chianti Classico),Sangiovese,Italy,87,18.0,,
7542,Bellini 2005 Riserva  (Chianti Rufina),Sangiovese,Italy,87,18.0,,
7600,Piccini 2001  Chianti,Sangiovese,Italy,83,10.0,,
7693,Amador Foothill Winery 2005 Estate Sangiovese (Shenandoah Valley (CA)),Sangiovese,US,87,20.0,,
7848,Gargiulo 2000 Rosato di Sangiovese Sangiovese (Oakville),Sangiovese,US,87,13.0,,
8036,Palazzo 2012  Rosso di Montalcino,Sangiovese,Italy,86,28.0,Kerin O’Keefe,@kerinokeefe
8039,San Polo 2012  Rosso di Montalcino,Sangiovese,Italy,86,25.0,Kerin O’Keefe,@kerinokeefe
8051,Coldisole 2011  Rosso di Montalcino,Sangiovese,Italy,86,29.0,Kerin O’Keefe,@kerinokeefe
8060,Fornacina 2012  Rosso di Montalcino,Sangiovese,Italy,86,25.0,Kerin O’Keefe,@kerinokeefe
8306,Fattoria La Lecciaia 2010 Riserva  (Brunello di Montalcino),Sangiovese,Italy,92,58.0,Kerin O’Keefe,@kerinokeefe
8349,Podere dal Nespoli 2013 Il Nespoli Riserva Sangiovese (Romagna),Sangiovese,Italy,87,27.0,Kerin O’Keefe,@kerinokeefe
8526,Podere Il Castellaccio 2015 Dinostro Sangiovese (Toscana),Sangiovese,Italy,87,20.0,Kerin O’Keefe,@kerinokeefe
8535,Sommavite 2010  Brunello di Montalcino,Sangiovese,Italy,87,,Kerin O’Keefe,@kerinokeefe
8545,Bonacchi 2011  Brunello di Montalcino,Sangiovese,Italy,87,35.0,Kerin O’Keefe,@kerinokeefe
8565,Fontodi 2013 Flaccianello della Pieve Sangiovese (Colli della Toscana Centrale),Sangiovese,Italy,93,120.0,Kerin O’Keefe,@kerinokeefe
8577,Montecalvi 2006  Chianti Classico,Sangiovese,Italy,89,,,
8582,Castello d'Albola 2004 Riserva  (Chianti Classico),Sangiovese,Italy,89,,,
8593,Castello Vicchiomaggio 2004 Riserva La Prima  (Chianti Classico),Sangiovese,Italy,89,,,
8599,Tenuta di Lilliano 2005 Riserva  (Chianti Classico),Sangiovese,Italy,89,,,
8600,Terrabianca 2005 Riserva Croce  (Chianti Classico),Sangiovese,Italy,89,,,
8691,Walla Walla Vintners 2013 Sangiovese (Columbia Valley (WA)),Sangiovese,US,88,25.0,Sean P. Sullivan,@wawinereport
8731,Rontana 2008 Sangiovese (Colli di Faenza),Sangiovese,Italy,87,17.0,,
8734,Tenuta Amalia 2010 Bio-571  (Sangiovese di Romagna),Sangiovese,Italy,87,14.0,,
8736,Castelli del Grevepesa 2009 Clemente VII  (Chianti Classico),Sangiovese,Italy,87,18.0,,
8738,"Eberle 2009 Hidden Valley Vineyard 51%, Wine Bush Vineyard 36%, Filipponi & Thompson Vineyard 13% Sangiovese (Paso Robles)",Sangiovese,US,87,24.0,,
8746,Tornesi 2012  Rosso di Montalcino,Sangiovese,Italy,89,,Kerin O’Keefe,@kerinokeefe
8749,Castelli del Grevepesa 2011 Castelgreve  (Chianti Classico),Sangiovese,Italy,89,20.0,Kerin O’Keefe,@kerinokeefe
8764,Avignonesi 2012  Rosso di Montepulciano,Sangiovese,Italy,89,19.0,Kerin O’Keefe,@kerinokeefe
8788,Kaella 2011 Ciel du Cheval Vineyard Sangiovese (Red Mountain),Sangiovese,US,89,25.0,Paul Gregutt,@paulgwine 
8800,Podere La Vigna 2009  Brunello di Montalcino,Sangiovese,Italy,87,,Kerin O’Keefe,@kerinokeefe
8801,Poggio Rubino 2009  Brunello di Montalcino,Sangiovese,Italy,87,60.0,Kerin O’Keefe,@kerinokeefe
8802,San Filippo 2009 Le Lucere  (Brunello di Montalcino),Sangiovese,Italy,87,53.0,Kerin O’Keefe,@kerinokeefe
8803,Lazzeretti 2009  Brunello di Montalcino,Sangiovese,Italy,87,,Kerin O’Keefe,@kerinokeefe
8807,Molino di Sant'Antimo 2009  Brunello di Montalcino,Sangiovese,Italy,87,40.0,Kerin O’Keefe,@kerinokeefe
8810,Pinino 2009  Brunello di Montalcino,Sangiovese,Italy,87,45.0,Kerin O’Keefe,@kerinokeefe
8811,Poggio Nardone 2009  Brunello di Montalcino,Sangiovese,Italy,87,50.0,Kerin O’Keefe,@kerinokeefe
8812,Renieri 2009  Brunello di Montalcino,Sangiovese,Italy,87,50.0,Kerin O’Keefe,@kerinokeefe
8813,San Polo 2009  Brunello di Montalcino,Sangiovese,Italy,87,80.0,Kerin O’Keefe,@kerinokeefe
8815,Tassi 2009 Franci  (Brunello di Montalcino),Sangiovese,Italy,87,,Kerin O’Keefe,@kerinokeefe
8817,Cava d'Onice 2009  Brunello di Montalcino,Sangiovese,Italy,87,,Kerin O’Keefe,@kerinokeefe
8918,Felsina 2004 Riserva Rancia  (Chianti Classico),Sangiovese,Italy,92,,,
8927,Dievole 2004 Riserva Novecento  (Chianti Classico),Sangiovese,Italy,91,50.0,,
8930,Ruffino 2004 Riserva Ducale Oro  (Chianti Classico),Sangiovese,Italy,91,,,
8931,San Fabiano Calcinaia 2005 Riserva Cellole  (Chianti Classico),Sangiovese,Italy,91,40.0,,
8982,Cent'Anni 2010 BuoniAnni Sangiovese (Santa Ynez Valley),Sangiovese,US,93,36.0,Matt Kettmann,@mattkettmann
9072,Robert Renzoni 2014 Estate Sangiovese (Temecula Valley),Sangiovese,US,89,32.0,Matt Kettmann,@mattkettmann
9193,Poliziano 2008  Rosso di Montepulciano,Sangiovese,Italy,86,15.0,,
9201,Dievole 2009  Chianti Classico,Sangiovese,Italy,86,,,
9244,Siro Pacenti 2012 Pelagrilli  (Brunello di Montalcino),Sangiovese,Italy,91,42.0,Kerin O’Keefe,@kerinokeefe
9246,Tenute Silvio Nardi 2012 Manachiara  (Brunello di Montalcino),Sangiovese,Italy,91,105.0,Kerin O’Keefe,@kerinokeefe
9247,Tolaini 2013 Montebello Sette Gran Selezione  (Chianti Classico),Sangiovese,Italy,91,30.0,Kerin O’Keefe,@kerinokeefe
9259,Podere Brizio 2012  Brunello di Montalcino,Sangiovese,Italy,91,55.0,Kerin O’Keefe,@kerinokeefe
9298,Il Paradiso di Manfredi 2012  Rosso di Montalcino,Sangiovese,Italy,92,53.0,Kerin O’Keefe,@kerinokeefe
9308,Gianni Brunelli 2012  Rosso di Montalcino,Sangiovese,Italy,92,27.0,Kerin O’Keefe,@kerinokeefe
9329,Ledger David 2012 Sangiovese (Rogue Valley),Sangiovese,US,89,24.0,Paul Gregutt,@paulgwine 
9334,Marchesi de' Frescobaldi 2011 Montesodi Sangiovese (Toscana),Sangiovese,Italy,89,43.0,Kerin O’Keefe,@kerinokeefe
9412,Coquelicot 2010 Estate Sangiovese (Santa Ynez Valley),Sangiovese,US,83,39.0,,
9734,I Sodi 2011 Vigna Farsina Sangiovese (Toscana),Sangiovese,Italy,89,65.0,Kerin O’Keefe,@kerinokeefe
9741,Banfi 2012  Brunello di Montalcino,Sangiovese,Italy,89,80.0,Kerin O’Keefe,@kerinokeefe
9754,Tassi 2012  Brunello di Montalcino,Sangiovese,Italy,89,60.0,Kerin O’Keefe,@kerinokeefe
9873,Ventolaio 2012  Brunello di Montalcino,Sangiovese,Italy,88,60.0,Kerin O’Keefe,@kerinokeefe
10057,Orsi Family Vineyards 2013 Sangiovese (Dry Creek Valley),Sangiovese,US,88,28.0,Virginie Boone,@vboone
10072,Val di Suga 2011 Vigna del Lago  (Brunello di Montalcino),Sangiovese,Italy,88,107.0,Kerin O’Keefe,@kerinokeefe
10099,Cantalici L'Antica Fornace di Ridolfo 2007 Cantalici  (Chianti Classico),Sangiovese,Italy,88,20.0,,
10107,Castello d'Albola 2008 Chianti Classico  (Chianti Classico),Sangiovese,Italy,87,19.0,,
10286,Poggio Nardone 2010  Morellino di Scansano,Sangiovese,Italy,88,17.0,,
10335,Rocca di Montemassi 2006 Sassabruna  (Monteregio di Massa Marittima),Sangiovese,Italy,90,25.0,,
10336,Valiano 2005 Riserva  (Chianti Classico),Sangiovese,Italy,90,25.0,,
10343,Conte Ferdinando Guicciardini 2007 Massi di Mandorlaia Riserva  (Morellino di Scansano),Sangiovese,Italy,90,34.0,,
10344,Morisfarms 2007 Riserva  (Morellino di Scansano),Sangiovese,Italy,90,30.0,,
10345,Ormanni 2006 Borro del Diavolo Riserva  (Chianti Classico),Sangiovese,Italy,90,,,
10587,Luce della Vite 2009  Brunello di Montalcino,Sangiovese,Italy,87,93.0,Kerin O’Keefe,@kerinokeefe
10588,Bonacchi 2009  Brunello di Montalcino,Sangiovese,Italy,87,45.0,Kerin O’Keefe,@kerinokeefe
10598,Máté 2009  Brunello di Montalcino,Sangiovese,Italy,87,65.0,Kerin O’Keefe,@kerinokeefe
10795,Castelli del Grevepesa 2009 Riserva Castelgreve  (Chianti Classico),Sangiovese,Italy,90,30.0,Kerin O’Keefe,@kerinokeefe
10805,Kestrel 2013 Falcon Series Estate Sangiovese (Yakima Valley),Sangiovese,US,85,25.0,Sean P. Sullivan,@wawinereport
10968,Rocca delle Macìe 2009 Riserva Famiglia Zingarelli  (Chianti Classico),Sangiovese,Italy,90,24.0,,
10981,Castelli del Grevepesa 2008 Clemente VII Riserva  (Chianti Classico),Sangiovese,Italy,90,26.0,,
11016,Tenuta Santo Pietro 2010 Pio II  (Chianti),Sangiovese,Italy,87,16.0,Kerin O’Keefe,@kerinokeefe
11044,Il Molino di Grace 2012 Il Margone Gran Selezione  (Chianti Classico),Sangiovese,Italy,89,50.0,Kerin O’Keefe,@kerinokeefe
11051,Villa Calcinaia 2013 Vigna Bastignano Gran Selezione  (Chianti Classico),Sangiovese,Italy,89,60.0,Kerin O’Keefe,@kerinokeefe
11072,Badia a Coltibuono 2013 RS  (Chianti Classico),Sangiovese,Italy,89,15.0,Kerin O’Keefe,@kerinokeefe
