,Wine,Variety,Country,Points,Price,Taster
330,Clos La Chance 2006 Lila's Cuvée Red (Central Coast),Red Blend,US,86,40.0,
403,Vinavanti 2005 Le Bon Viveur Red (California),Red Blend,US,85,15.0,
418,Michlits 2007 Biokult Zweigelt Pinot Noir Red (Burgenland),Red Blend,Austria,85,,Roger Voss
465,Valentina Cubi 2008 Morar  (Amarone della Valpolicella),Red Blend,Italy,92,69.0,Kerin O’Keefe
476,Castello di Amorosa 2009 La Castellana Red (Napa Valley),Red Blend,US,92,88.0,
493,Insania 2009 Red (Red Mountain),Red Blend,US,87,35.0,Paul Gregutt
509,Beringer 2014 Quantum Red (Napa Valley),Red Blend,US,91,65.0,Virginie Boone
544,ONX 2013 Reckoning Red (Templeton Gap District),Red Blend,US,93,54.0,Matt Kettmann
565,Turiya 2011 Shapeshifter Red (Central Coast),Red Blend,US,93,100.0,Matt Kettmann
604,Príncipe de Viana 2008 Reserva 1423 Red (Navarra),Red Blend,Spain,87,35.0,Michael Schachner
605,Proemio 2009 Gran Reserve Winemaker's Selection Red (Mendoza),Red Blend,Argentina,87,30.0,Michael Schachner
622,Coiled 2009 Sidewinder Red,Red Blend,US,87,25.0,Sean P. Sullivan
623,Coiled 2010 Black Mamba Red,Red Blend,US,87,28.0,Sean P. Sullivan
624,Colter's Creek 2010 Koos-Koos-Kia Colter's Creek Vineyard Red (Idaho),Red Blend,US,87,20.0,Sean P. Sullivan
683,Castello di Querceto 2010 Cignale Red (Colli della Toscana Centrale),Red Blend,Italy,90,70.0,Kerin O’Keefe
689,Nadia 2012 Quattro Santa Barbara Highlands Vineyard Red (Santa Barbara County),Red Blend,US,91,35.0,Matt Kettmann
690,Nittnaus Hans und Christine 2013 Nit'ana Red (Burgenland),Red Blend,Austria,91,35.0,Anne Krebiehl MW
692,Poggio Argentiera 2012 Capatosta  (Morellino di Scansano),Red Blend,Italy,91,35.0,Kerin O’Keefe
695,Ruffino 2010 Riserva Ducale Oro Gran Selezione  (Chianti Classico),Red Blend,Italy,91,43.0,Kerin O’Keefe
715,Benvenuto de la Serna 2010 Trisagio Malbec-Petit Verdot-Tannat Red (Valle de Uco),Red Blend,Argentina,91,28.0,Michael Schachner
765,Robert Foley 2008 The Griffin Red (Napa Valley),Red Blend,US,87,32.0,
785,San Pedro de Yacochuya 2012 Red (Salta),Red Blend,Argentina,90,25.0,Michael Schachner
793,Brian Carter Cellars 2012 Tuttorosso Red (Yakima Valley),Red Blend,US,90,34.0,Sean P. Sullivan
813,Torbreck 2013 Cuvee Juveniles Red (Barossa Valley),Red Blend,Australia,90,22.0,Joe Czerwinski
876,Vall Llach 2007 Idus Red (Priorat),Red Blend,Spain,90,50.0,Michael Schachner
877,Ceralti 2008 Alfeo  (Bolgheri Superiore),Red Blend,Italy,90,,
881,Fuentes 2008 Coraje Red (Priorat),Red Blend,Spain,90,44.0,Michael Schachner
883,I Luoghi 2008 Campo al Fico  (Bolgheri Superiore),Red Blend,Italy,90,,
895,Le Buche 2006 Giuseppe Olivi Memento Red (Toscana),Red Blend,Italy,90,45.0,
898,Marsiliana 2005 Red (Toscana),Red Blend,Italy,90,,
900,Morlanda 2007 Criança Red (Priorat),Red Blend,Spain,90,48.0,Michael Schachner
974,Covington 2006 Rough House Red Red (Walla Walla Valley (WA)),Red Blend,US,85,30.0,Paul Gregutt
984,Byzantium 2005 Rosso di Valachia Red (Dealu Mare),Red Blend,Romania,85,12.0,Susan Kostrzewa
992,Domaine des Terrisses 2006 Grande Tradition Red (Gaillac),Red Blend,France,88,14.0,Roger Voss
1012,Antichi Vinai 1877 2013 Pietralava Red (Etna),Red Blend,Italy,88,,Kerin O’Keefe
1015,Callaway 2010 Profonde Winemaker's Reserve Red (Temecula Valley),Red Blend,US,88,48.0,Matt Kettmann
1042,Rentas de Fincas 2003 Crianza  (Rioja),Red Blend,Spain,85,15.0,Michael Schachner
1057,Botalcura 2006 El Delirio Reserve Syrah-Malbec Red (Central Valley),Red Blend,Chile,85,11.0,Michael Schachner
1061,Clos Teddi 2007 Rosé Red (Patrimonio),Red Blend,France,85,25.0,Roger Voss
1064,Principe di Corleone 2004 Evoè Red (Sicilia),Red Blend,Italy,85,,
1096,Santa Alicia 2012 Millantu Red (Maipo Valley),Red Blend,Chile,90,25.0,Michael Schachner
1100,Valdivieso 2008 Éclat Vigno Old Vine Blend Red (Maule Valley),Red Blend,Chile,90,35.0,Michael Schachner
1109,Carpineto 2006 Sant'Ercolano  (Vino Nobile di Montepulciano),Red Blend,Italy,90,70.0,Kerin O’Keefe
1118,Dei 2012  Rosso di Montepulciano,Red Blend,Italy,90,18.0,Kerin O’Keefe
1124,Wilridge 2014 Vintage Estate Dessert Wine Wilridge Vineyard Red (Naches Heights),Red Blend,US,84,20.0,Sean P. Sullivan
1136,Experience 2012 Red (Napa Valley),Red Blend,US,84,27.0,Virginie Boone
1152,Whitman Cellars 2004 Narcissa Red Red (Columbia Valley (WA)),Red Blend,US,87,24.0,Paul Gregutt
1231,White Hart Wine 2014 Vasthoudend Red (Monterey),Red Blend,US,93,40.0,Jim Gordon
1235,Bodega de Edgar 2014 Toro de Paso Red (Central Coast),Red Blend,US,92,48.0,Matt Kettmann
1248,Sol Duc 2005 Goose Ridge Estate Vineyard Meritage Red Wine Red (Columbia Valley (WA)),Red Blend,US,88,50.0,Paul Gregutt
1249,Horan Estates 2005 HVH Red Blend Red (Columbia Valley (WA)),Red Blend,US,88,20.0,Paul Gregutt
1261,Fondo Antico 2009 I Versi Red (Sicilia),Red Blend,Italy,85,,
1288,Griesbauerhof 2013 St. Magdalener Classico Red (Alto Adige),Red Blend,Italy,89,19.0,Kerin O’Keefe
1294,Clos Figueras 2013 Serras del Priorat Red (Priorat),Red Blend,Spain,89,30.0,Michael Schachner
1329,Château Coutinel 2015 Red (Fronton),Red Blend,France,90,28.0,Roger Voss
1354,Dark Hundred 2011 Red (California),Red Blend,US,86,30.0,
1355,Flying Trout 2010 Cutthroat Red Red (Columbia Valley (WA)),Red Blend,US,86,35.0,Paul Gregutt
1429,Buty 2010 Columbia Rediviva Phinny Hill Vineyard Red (Horse Heaven Hills),Red Blend,US,92,50.0,Sean P. Sullivan
1432,Château Paradis 2010 Terre des Anges Red (Coteaux d'Aix-en-Provence),Red Blend,France,92,25.0,Roger Voss
1445,Alain Brumont 2011 Château Bouscassé Red (Madiran),Red Blend,France,94,25.0,Roger Voss
1454,Masi 2009 Campolongo di Torbe  (Amarone della Valpolicella Classico),Red Blend,Italy,94,154.0,Kerin O’Keefe
1474,Terre de Trinci 2003 Riserva  (Montefalco Rosso),Red Blend,Italy,86,18.0,
1509,Emiliana 2009 Gê Red (Colchagua Valley),Red Blend,Chile,92,92.0,Michael Schachner
1511,Palari 2009  Faro,Red Blend,Italy,92,65.0,
1521,Lagar de Bezana 2010 Aluvion Gran Reserva Ensamblaje Red (Cachapoal Valley),Red Blend,Chile,92,29.0,Michael Schachner
1524,Santa Carolina 2009 VSC Red (Cachapoal Valley),Red Blend,Chile,92,40.0,Michael Schachner
1531,Bodegas Luzón 2014 Luzón Red (Jumilla),Red Blend,Spain,86,9.0,Michael Schachner
1540,Clos de Nit 2015 Red (Montsant),Red Blend,Spain,85,10.0,Michael Schachner
1561,Marchesi Antinori 2008 Guado al Tasso  (Bolgheri Superiore),Red Blend,Italy,98,102.0,
1563,Tenuta San Guido 2008 Sassicaia  (Bolgheri Sassicaia),Red Blend,Italy,97,220.0,
1564,Tenuta dell'Ornellaia 2008 Ornellaia  (Bolgheri Superiore),Red Blend,Italy,97,215.0,
1570,Tenuta Argentiera 2008 Argentiera  (Bolgheri Superiore),Red Blend,Italy,96,75.0,
1598,Chateau Ste. Michelle 2012 Indian Wells Red (Columbia Valley (WA)),Red Blend,US,88,18.0,Sean P. Sullivan
1641,Tie-Dye 2014 Red (North Coast),Red Blend,US,85,15.0,Jim Gordon
1645,Portal del Montsant 2014 Bruberry Red (Montsant),Red Blend,Spain,85,27.0,Michael Schachner
1647,Decoy 2013 Red (Sonoma County),Red Blend,US,85,25.0,Virginie Boone
1676,Sant Agnese dei F.lli Gigli 2006 Libatio Red (Toscana),Red Blend,Italy,90,,
1685,Massi di Mandorlaia 2007 Colpetroso  (Maremma),Red Blend,Italy,90,,
1699,Tommasi 2005 Poggio al Tufo Rompicollo  (Maremma),Red Blend,Italy,86,16.0,
1709,Villa Vignamaggio 2003 Wine Obsession I Miti Red (Toscana),Red Blend,Italy,86,65.0,
1740,Ornellaia 2012 Le Serre Nuove  (Bolgheri),Red Blend,Italy,92,75.0,Kerin O’Keefe
1759,Niel Santofimia 2013 Red (Almansa),Red Blend,Spain,84,10.0,Michael Schachner
1771,Cocobon 2013 Red (California),Red Blend,US,84,9.0,Jim Gordon
1782,Cellers Unió 2009 Roureda Llicorella Gran Selecció Vitis 60 Red (Priorat),Red Blend,Spain,91,33.0,Michael Schachner
1809,Mamarracho 2014 The Issue of Inexpensive Wines is When They Are Not Good Enough Red (Valencia),Red Blend,Spain,85,11.0,Michael Schachner
1827,Adegas Moure 2013 Tradición Joven Red (Ribeira Sacra),Red Blend,Spain,84,23.0,Michael Schachner
1828,Bocopa 2012 Alcanta Crianza Red (Alicante),Red Blend,Spain,84,16.0,Michael Schachner
1832,Alias 2013 Secret Agent Red (California),Red Blend,US,84,10.0,Jim Gordon
1841,Peirano 2012 The Other Red (Lodi),Red Blend,US,84,13.0,Jim Gordon
1851,Alamos 2013 Red (Mendoza),Red Blend,Argentina,83,13.0,Michael Schachner
1859,Feudi del Pisciotto 2012 Giambattista Valli  (Cerasuolo di Vittoria),Red Blend,Italy,83,30.0,Kerin O’Keefe
1864,Monteverro 2008 Tinata Red (Toscana),Red Blend,Italy,94,130.0,
1865,Mazzei 2008 Castello di Fonterutoli Siepi Red (Toscana),Red Blend,Italy,93,120.0,
1868,Quilceda Creek 2008 Palengat Red Wine Red (Horse Heaven Hills),Red Blend,US,93,85.0,Paul Gregutt
1881,Chester Kidder 2007 Red Wine Red (Columbia Valley (WA)),Red Blend,US,93,50.0,Paul Gregutt
1885,Tenuta Monteti 2004 Monteti Red (Toscana),Red Blend,Italy,93,60.0,
1888,Angel Vine 2009 The Hellion Red (Columbia Valley (WA)),Red Blend,US,93,22.0,Paul Gregutt
1892,Villa Matilde 2003 Red (Falerno del Massico),Red Blend,Italy,89,21.0,
1906,Ànima Negra 2004 Àn Red (Vi de la Terra Illes Balears),Red Blend,Spain,89,53.0,Michael Schachner
1915,Caliterra 2010 Tribute Edicion Limitada Syrah-Cabernet Sauvignon-Viognier Red (Colchagua Valley),Red Blend,Chile,87,30.0,Michael Schachner
1937,Caliterra 2010 Tribute Edicion Limitada Cabernet Franc-Petit Verdot Red (Colchagua Valley),Red Blend,Chile,87,30.0,Michael Schachner
1947,Dumas Station 2010 Cow Catcher Red (Walla Walla Valley (WA)),Red Blend,US,87,24.0,Paul Gregutt
1972,Cottanera 2011 Barbazzale  (Etna),Red Blend,Italy,88,14.0,
2008,Murphy-Goode 2012 HomeFront Red (California),Red Blend,US,84,15.0,Jim Gordon
2018,Rock Wall 2012 Super Alamedan Red (California),Red Blend,US,87,25.0,
2025,Santa Alicia 2010 Anke Blend 2 Carménère-Petit Verdot-Shiraz Red (Maipo Valley),Red Blend,Chile,87,15.0,Michael Schachner
2030,Olivi 2008 Memento Red (Toscana),Red Blend,Italy,87,39.0,Kerin O’Keefe
2073,Balboa 2007 Reserve Red (Columbia Valley (WA)),Red Blend,US,90,28.0,Paul Gregutt
2074,Benanti 2005 Lamorèmio Red (Sicilia),Red Blend,Italy,90,45.0,
2090,SuLei 2007 Beet Red Red (Walla Walla Valley (WA)),Red Blend,US,90,19.0,Paul Gregutt
2109,Brimstone 2006 Red Wine Red (Columbia Valley (OR)),Red Blend,US,87,17.0,Paul Gregutt
2115,Gerovassiliou 2007 Evangelo Red (Epanomi),Red Blend,Greece,88,79.0,Susan Kostrzewa
2118,Alexandria Nicole 2009 Quarry Butte Destiny Ridge Vineyards Estate Grown Red (Horse Heaven Hills),Red Blend,US,88,25.0,Paul Gregutt
2153,Bodegas Isidro Milagro 2015 SPÑ Red (Vino de la Tierra de Castilla),Red Blend,Spain,84,9.0,Michael Schachner
2198,Santi 2010  Amarone della Valpolicella Classico,Red Blend,Italy,88,50.0,Kerin O’Keefe
2203,14 Hands 2013 Hot to Trot Red (Columbia Valley (WA)),Red Blend,US,88,10.0,Sean P. Sullivan
2218,Las Casas de Vacquería 2012 Sucesor Red (Maule Valley),Red Blend,Chile,88,20.0,Michael Schachner
2233,Poggio Antico 2009 Madre Red (Toscana),Red Blend,Italy,94,73.0,
2275,Bindi Sergardi 2010  Chianti Classico,Red Blend,Italy,85,20.0,Kerin O’Keefe
2276,Corte alla Flora 2011  Rosso di Montepulciano,Red Blend,Italy,85,12.0,Kerin O’Keefe
2278,Buena Vista 2011 The Count Founder's Red (Sonoma County),Red Blend,US,85,20.0,
2282,Fattoria di Montecchio 2010  Chianti Classico,Red Blend,Italy,85,15.0,Kerin O’Keefe
2287,Vignavecchia 2011  Chianti Classico,Red Blend,Italy,85,32.0,Kerin O’Keefe
2290,Cameron Hughes 2010 Lot 362 Red (California),Red Blend,US,84,16.0,
2298,Edmonds Winery 2007 Solstice Red (Horse Heaven Hills),Red Blend,US,90,40.0,Paul Gregutt
2331,Balduzzi 2012 Grand Reserve Red (Maule Valley),Red Blend,Chile,85,18.0,Michael Schachner
2350,Villa Rinaldi 2000 Corpus  (Amarone della Valpolicella),Red Blend,Italy,88,,Kerin O’Keefe
2356,Finca Albret 2009 Crianza Red (Navarra),Red Blend,Spain,88,16.0,Michael Schachner
2362,Domenico Fraccaroli 2008 Grotta del Ninfeo  (Amarone della Valpolicella),Red Blend,Italy,88,42.0,Kerin O’Keefe
2364,Georges Vigouroux 2010 Château Tournelles Red (Buzet),Red Blend,France,88,20.0,Roger Voss
2369,Trabucchi d'Illasi 2007  Amarone della Valpolicella,Red Blend,Italy,88,85.0,Kerin O’Keefe
2372,Lionel Osmin & Cie 2012 Red (Gaillac),Red Blend,France,88,,Roger Voss
2373,Manara 2010 Le Morete  (Valpolicella Classico Superiore Ripasso),Red Blend,Italy,88,20.0,Kerin O’Keefe
2376,Montecariano 2009  Valpolicella Classico Superiore Ripasso,Red Blend,Italy,88,27.0,Kerin O’Keefe
2378,Antica Corte 2010  Amarone della Valpolicella,Red Blend,Italy,88,47.0,Kerin O’Keefe
2414,Corvo 2010 Rosso Red (Sicilia),Red Blend,Italy,85,,
2420,Bonavita 2009  Faro,Red Blend,Italy,85,40.0,
2426,Corvo 2011 Glicine Red (Sicilia),Red Blend,Italy,85,,
2438,Di Filippo 2012  Montefalco Rosso,Red Blend,Italy,90,18.0,Kerin O’Keefe
2445,Cantina Fratelli Pardi 2011  Montefalco Rosso,Red Blend,Italy,90,19.0,Kerin O’Keefe
2480,Domaine Degher 2010 Mojo Estate Red (Paso Robles),Red Blend,US,88,42.0,Matt Kettmann
2483,Airfield Estates 2013 Bombshell Red Vineyard Salute Red (Yakima Valley),Red Blend,US,88,18.0,Sean P. Sullivan
2485,Columbia Crest 2013 Limited Release Gold Red (Columbia Valley (WA)),Red Blend,US,88,12.0,Sean P. Sullivan
2495,Kuleto Estate 2012 Frog Prince Red (Napa Valley),Red Blend,US,88,35.0,Virginie Boone
2530,Patland 2012 Proprietary Red (Napa Valley),Red Blend,US,89,70.0,Virginie Boone
2535,Gunter Triebaumer 2014 Trie Rot Red (Burgenland),Red Blend,Austria,89,14.0,Anne Krebiehl MW
2538,Gérard Bertrand 2014 Kosmos Organic Grapes Red (Vin de France),Red Blend,France,89,25.0,Lauren Buzzeo
2539,Gibbs 2012 Crossed Paths Dusty Red (Napa Valley),Red Blend,US,89,22.0,Virginie Boone
2540,Le Senate 2012 Cacinello Red (Marche),Red Blend,Italy,89,28.0,Kerin O’Keefe
2562,Valle dell'Acate 2012  Cerasuolo di Vittoria Classico,Red Blend,Italy,89,27.0,Kerin O’Keefe
2563,Volatus 2008 Reserve Red (Paso Robles),Red Blend,US,89,25.0,Matt Kettmann
2569,Genoa 2012 Flying Colors Super Tuscan-Style Red (Columbia Valley (WA)),Red Blend,US,89,29.0,Sean P. Sullivan
2603,La Playa 2010 Axel Primero Red (Colchagua Valley),Red Blend,Chile,90,40.0,Michael Schachner
2619,Borgo di Colloredo 2005 Gironia Biferno Rosato Red (Molise),Red Blend,Italy,83,18.0,
2634,Caccia al Piano 1868 2009 Ruit Hora  (Bolgheri),Red Blend,Italy,90,,
2641,Antiyal 2009 Kuyen Red (Maipo Valley),Red Blend,Chile,90,30.0,Michael Schachner
2646,Marchesi Antinori 2009 Guado al Tasso il Bruciato  (Bolgheri),Red Blend,Italy,89,,
2654,Casa di Terra 2010 Moreccio  (Bolgheri),Red Blend,Italy,89,,
2660,Donna Olimpia 1898 2009 Tageto Red (Toscana),Red Blend,Italy,89,,
2661,Zymè 2006  Amarone della Valpolicella Classico,Red Blend,Italy,90,150.0,Kerin O’Keefe
2666,Venturini Massimino 2009 Semonte Alto  (Valpolicella Classico Superiore Ripasso),Red Blend,Italy,90,26.0,Kerin O’Keefe
2679,Lionel Osmin & Cie 2011 Donibane Red (Irrouléguy),Red Blend,France,90,,Roger Voss
2684,Zenato 2007 Sergio Zenato Riserva  (Amarone della Valpolicella Classico),Red Blend,Italy,90,125.0,Kerin O’Keefe
2704,Two Brothers 2001 Big Tattoo Red Red (Colchagua Valley),Red Blend,Chile,87,9.0,Michael Schachner
2767,Valtravieso 2011 Vendimia Seleccionada  (Ribera del Duero),Red Blend,Spain,84,52.0,Michael Schachner
2781,Pazzo 2009 Red (Napa Valley),Red Blend,US,84,32.0,
2790,Black Box 2010 Sweet Red (California),Red Blend,US,84,25.0,
2800,Rare NV 4 Grape Blend Red (California),Red Blend,US,84,10.0,
2804,Agricola Pugliano 2013  Chianti,Red Blend,Italy,87,,Kerin O’Keefe
2814,Kennedy Shah 2012 La Vie en Rouge Red (Columbia Valley (WA)),Red Blend,US,86,14.0,Sean P. Sullivan
2815,Le Fonti a San Giorgio 2011  Chianti Montespertoli,Red Blend,Italy,86,18.0,Kerin O’Keefe
2817,Astorre Noti 2011  Vino Nobile di Montepulciano,Red Blend,Italy,86,20.0,Kerin O’Keefe
2822,Bonacchi 2013 Casalino  (Chianti Classico),Red Blend,Italy,86,,Kerin O’Keefe
2823,Castello di Querceto 2013  Chianti Classico,Red Blend,Italy,86,,Kerin O’Keefe
2833,Coli 2013 Pratale  (Chianti Classico),Red Blend,Italy,86,13.0,Kerin O’Keefe
2835,Campo di Sasso 2014 Insoglio del Cinghiale Red (Toscana),Red Blend,Italy,88,30.0,Kerin O’Keefe
2846,Guicciardini Strozzi 2012 Vignarè Red (Toscana),Red Blend,Italy,88,75.0,Kerin O’Keefe
2849,Il Palagio 2012 Sister Moon Red (Toscana),Red Blend,Italy,88,55.0,Kerin O’Keefe
2850,Marietta Cellars NV Arme Lot Number 3 Red (North Coast),Red Blend,US,88,25.0,Jim Gordon
2853,Val delle Rose 2015  Morellino di Scansano,Red Blend,Italy,88,20.0,Kerin O’Keefe
2860,Scaranto 2013 Red (Toscana),Red Blend,Italy,88,35.0,Kerin O’Keefe
2862,Tolaini 2011 Valdisanti Red (Toscana),Red Blend,Italy,88,40.0,Kerin O’Keefe
2898,Villa Girardi 2010  Amarone della Valpolicella Classico,Red Blend,Italy,86,65.0,Kerin O’Keefe
2916,Cellers Baronia del Montsant 2010 Englora Red (Montsant),Red Blend,Spain,86,21.0,Michael Schachner
2919,Le Bertarole 2010 Podere Cariano  (Amarone della Valpolicella Classico),Red Blend,Italy,86,35.0,Kerin O’Keefe
2933,La Storia 2006 Cuvee 32 Red (Alexander Valley),Red Blend,US,84,25.0,
2984,Murrieta's Well 2013 The Spur Red (Livermore Valley),Red Blend,US,91,30.0,Jim Gordon
2985,Obsidian Ridge 2012 Half Mile 2640' Red (Red Hills Lake County),Red Blend,US,91,60.0,Jim Gordon
3002,Ferrer Bobet 2012 Vieilles Velles Red (Priorat),Red Blend,Spain,91,55.0,Michael Schachner
3004,Vallana 2007  Boca,Red Blend,Italy,91,30.0,Kerin O’Keefe
3015,Castello di Querceto 2008 Il Querciolaia Red (Colli della Toscana Centrale),Red Blend,Italy,92,60.0,
3024,Doyenne 2009 Aix Red (Red Mountain),Red Blend,US,92,37.0,Paul Gregutt
3050,Nino Negri 2013 Quadrio  (Valtellina Superiore),Red Blend,Italy,88,22.0,Kerin O’Keefe
3052,Picket Fence 2014 Top Rail Red (Sonoma County),Red Blend,US,88,16.0,Virginie Boone
3065,Benanti 2006 Serra della Contessa Red (Sicilia),Red Blend,Italy,94,49.0,
3096,Montresor 2006 Giacomo Montresor  (Amarone della Valpolicella),Red Blend,Italy,88,45.0,
3102,Santa Ema 2007 Catalina Red (Peumo),Red Blend,Chile,88,40.0,Michael Schachner
3121,Adanti 2009  Montefalco Rosso,Red Blend,Italy,84,18.0,Kerin O’Keefe
3131,Barton & Guestier NV Partager Red,Red Blend,,83,,Roger Voss
3143,Coeur d'Alene 2005 Switchback Red Red (Washington),Red Blend,US,89,25.0,Paul Gregutt
3164,Galaxy 2008 Syrah-Merlot-Cabernet Sauvignon Red (Sonoma-Napa),Red Blend,US,86,85.0,
3184,Hess Collection 2013 19 Block Mountain Cuvée Red (Mount Veeder),Red Blend,US,90,38.0,Virginie Boone
3185,Il Borro 2013 Red (Toscana),Red Blend,Italy,90,45.0,Kerin O’Keefe
3205,Whiplash 2015 Red (California),Red Blend,US,90,15.0,Jim Gordon
3211,Bula 2010 Red (Montsant),Red Blend,Spain,88,13.0,Michael Schachner
3213,Can Blau 2010 Blau Red (Montsant),Red Blend,Spain,88,12.0,Michael Schachner
3217,Castello di Montegiove 2008 Elicius Red (Umbria),Red Blend,Italy,88,,
3243,Cantine Leonardo Da Vinci 2010 Da Vinci Riserva  (Chianti),Red Blend,Italy,86,23.0,Kerin O’Keefe
3245,James Wyatt 2013 Untamed Cuvée Red (Yakima Valley),Red Blend,US,86,20.0,Sean P. Sullivan
3253,Mannucci Droandi 2009 Ceppeto Riserva  (Chianti Classico),Red Blend,Italy,86,31.0,Kerin O’Keefe
3267,Cennatoio 2011 O'Leandro Riserva  (Chianti Classico),Red Blend,Italy,86,45.0,Kerin O’Keefe
3277,Turkey Flat 2005 The Turk Shiraz-Grenache-Cabernet-Mourvèdre Red (Barossa Valley),Red Blend,Australia,87,18.0,Joe Czerwinski
3281,La Posta 2006 Cocina Blend Red (Mendoza),Red Blend,Argentina,87,15.0,Michael Schachner
3282,Leone de Castris 2005 Maiana Rosso Red (Salice Salentino),Red Blend,Italy,87,10.0,
3297,DFJ Vinhos 2004 Tinta Roriz and Merlot Red (Estremadura),Red Blend,Portugal,87,11.0,Roger Voss
3299,El Nido 2003 Clio Monastrell-Cabernet Sauvignon Red (Jumilla),Red Blend,Spain,87,42.0,Michael Schachner
3316,Two Vintners 2007 Lola Red Red (Columbia Valley (WA)),Red Blend,US,87,25.0,Paul Gregutt
3328,Greater Purpose NV White Label Red (Dry Creek Valley),Red Blend,US,87,18.0,
3356,Laird 2011 Jillian's Blend Red (Napa Valley),Red Blend,US,84,44.0,Virginie Boone
3385,Perelada 2012 Finca Malaveïna Red (Empordà),Red Blend,Spain,92,28.0,Michael Schachner
3448,Podere ai Valloni 2014 Gratus Bio Red (Colline Novaresi),Red Blend,Italy,88,31.0,Kerin O’Keefe
3462,Thema 2006 Red (Drama),Red Blend,Greece,88,24.0,Susan Kostrzewa
3463,Moletto 2001 Colmello Rosso Red (Veneto Orientale),Red Blend,Italy,88,27.0,
3468,Hunt Cellars 2004 Maestro Red (Paso Robles),Red Blend,US,88,48.0,
3503,Montevina 2014 Cracked Earth Red (California),Red Blend,US,88,12.0,Jim Gordon
3507,Owl Ridge 2012 Tyto Red (Alexander Valley),Red Blend,US,88,18.0,Virginie Boone
3520,Casa Nuestra 2013 Tinto Red (St. Helena),Red Blend,US,88,45.0,Virginie Boone
3528,Dark Horse NV Big Red Blend No 33-1 Red (California),Red Blend,US,88,10.0,Jim Gordon
3586,Ceuso 2012 Red (Terre Siciliane),Red Blend,Italy,89,19.0,Kerin O’Keefe
3605,Mulini di Segalari 2009 Ai Confini del Bosco  (Bolgheri),Red Blend,Italy,86,,
3629,3Fools 2009 Del Rio Red Red (Oregon),Red Blend,US,82,22.0,Paul Gregutt
3634,YN NV Red (California),Red Blend,US,81,11.0,
3645,Lamborghini 2005 Campoleone Red (Umbria),Red Blend,Italy,93,52.0,
