,wine,variety,country,points,price,taster
2161,Bota Box 2015 Riesling (California),Riesling,US,84,23.0,Jim Gordon
2164,Keuka Spring 2016 Humphrey's Vineyard Riesling (Finger Lakes),Riesling,US,90,22.0,Anna Lee C. Iijima
2165,Keuka Spring 2016 Semi Dry Riesling (Finger Lakes),Riesling,US,90,17.0,Anna Lee C. Iijima
2199,Sipp Mack 2014 Tradition Riesling (Alsace),Riesling,France,88,18.0,Anne Krebiehl MW
2217,Kuentz-Bas 2014 Collection Riesling (Alsace),Riesling,France,88,21.0,Anne Krebiehl MW
2294,Lingenfelder 2007 Freinsheimer Musikantenbuckel Kabinett Riesling (Pfalz),Riesling,Germany,90,23.0,Joe Czerwinski
2300,Georg Mosbacher 2007 Forster Musenhang Spätlese Trocken Riesling (Pfalz),Riesling,Germany,90,36.0,Joe Czerwinski
2310,Geh. Rat Dr. von Bassermann-Jordan 2007 Forster Jesuitengarten Grosses Gewachs Trocken Riesling (Pfalz),Riesling,Germany,90,,Joe Czerwinski
2311,Georg Mosbacher 2007 Forster Elster Kabinett Trocken Riesling (Pfalz),Riesling,Germany,90,27.0,Joe Czerwinski
2330,Atwater 2013 Dry Riesling (Seneca Lake),Riesling,US,85,16.0,Anna Lee C. Iijima
2370,Hogue 2012 Late Harvest Riesling (Columbia Valley (WA)),Riesling,US,88,11.0,Paul Gregutt
2371,Kuentz-Bas 2011 Tradition Riesling (Alsace),Riesling,France,88,17.0,Roger Voss
2449,Red Newt Cellars 2013 Circle Riesling (Finger Lakes),Riesling,US,90,13.0,Anna Lee C. Iijima
2481,14 Hands 2014 Riesling (Columbia Valley (WA)),Riesling,US,88,10.0,Sean P. Sullivan
2484,Chateau Ste. Michelle 2014 Harvest Select Riesling (Columbia Valley (WA)),Riesling,US,88,9.0,Sean P. Sullivan
2490,Jean-Baptiste Adam 2013 Réserve Riesling (Alsace),Riesling,France,88,18.0,Anne Krebiehl MW
2499,McGregor 2014 Semi Dry Riesling (Finger Lakes),Riesling,US,88,18.0,Anna Lee C. Iijima
2513,Trisaetum 2013 Estates Reserve Riesling (Willamette Valley),Riesling,US,95,32.0,Paul Gregutt
2533,Jekel 2014 Riesling (Monterey),Riesling,US,89,14.0,Matt Kettmann
2545,Billsboro 2014 Sawmill Creek Vineyards Dry Riesling (Finger Lakes),Riesling,US,89,16.0,Anna Lee C. Iijima
2587,Frankland Estate 2012 Poison Hill Vineyard Riesling (Frankland River),Riesling,Australia,90,35.0,Joe Czerwinski
2589,A. Christmann 2010 Gimmeldinger Biengarten Trocken Riesling (Pfalz),Riesling,Germany,90,42.0,Anna Lee C. Iijima
2595,Hirsch 2012 Zöbing Riesling (Kamptal),Riesling,Austria,90,,Roger Voss
2597,Peter Nicolay 2011 Bernkasteler Badstube Spätlese Riesling (Mosel),Riesling,Germany,90,29.0,Anna Lee C. Iijima
2599,Rheingraf 2011 Trocken Riesling (Rheinhessen),Riesling,Germany,90,25.0,Anna Lee C. Iijima
2613,Karl Kaspar 2010 Kabinett Riesling (Mosel),Riesling,Germany,90,13.0,Anna Lee C. Iijima
2620,Alba 2005 Dry Riesling (New Jersey),Riesling,US,83,13.0,Susan Kostrzewa
2861,Ste. Chapelle 2015 Special Harvest Riesling,Riesling,US,88,10.0,Sean P. Sullivan
2912,Maximin Grünhäuser 2012 Herrenberg Alte Reben Trocken Riesling (Mosel),Riesling,Germany,86,42.0,Anna Lee C. Iijima
2946,Glenora 2008 Riesling (Finger Lakes),Riesling,US,84,16.0,
2988,Reichsgraf von Kesselstatt 2015 RK Riesling (Mosel),Riesling,Germany,91,16.0,Anna Lee C. Iijima
3000,Dr. Heidemanns-Bergweiler 2015 Dry Mineral Riesling (Mosel),Riesling,Germany,91,20.0,Anna Lee C. Iijima
3041,Milbrandt 2015 Traditions Evergreen Vineyard Riesling (Ancient Lakes),Riesling,US,88,13.0,Sean P. Sullivan
3043,Nine Hats 2015 Riesling (Columbia Valley (WA)),Riesling,US,88,14.0,Sean P. Sullivan
3176,Domaine Ostertag 2010 Vignoble d'Epfig Riesling (Alsace),Riesling,France,86,28.0,Roger Voss
3177,Domaine Rieflé 2008 Steinert Grand Cru Riesling (Alsace),Riesling,France,86,35.0,Roger Voss
3204,Vino La Monarcha 2015 Riesling (Ancient Lakes),Riesling,US,90,15.0,Sean P. Sullivan
3334,Four Degrees of Riesling 2012 0 Degree Dry Riesling (Seneca Lake),Riesling,US,84,16.0,Anna Lee C. Iijima
3351,Four Degrees of Riesling 2012 2nd Degree Medium Sweet Riesling (Finger Lakes),Riesling,US,84,14.0,Anna Lee C. Iijima
3360,Schloss Vollrads 2015 Spätlese Riesling (Rheingau),Riesling,Germany,92,31.0,Anna Lee C. Iijima
3363,Thorn Clarke 2014 Eden Trail Riesling (Eden Valley),Riesling,Australia,92,18.0,Joe Czerwinski
3381,Dr. Heidemanns-Bergweiler 2015 Bernkasteler Badstube Auslese Riesling (Mosel),Riesling,Germany,92,33.0,Anna Lee C. Iijima
3382,Dr. Loosen 2012 Ürziger Würzgarten GG Réserve Alte Reben Erste Lage Dry Riesling (Mosel),Riesling,Germany,92,92.0,Anna Lee C. Iijima
3384,Ovum 2015 Memorista Tradition Riesling (Eola-Amity Hills),Riesling,US,92,25.0,Paul Gregutt
3389,Wyncroft 2013 Wren Song Riesling (Lake Michigan Shore),Riesling,US,84,25.0,Alexander Peartree
3484,Lakewood 2009 Dry Riesling (Finger Lakes),Riesling,US,87,13.0,Anna Lee C. Iijima
3495,Dr. Loosen 2009 Ürziger Würzgarten Alte Reben GG Trocken Riesling (Mosel),Riesling,Germany,87,42.0,Joe Czerwinski
3529,Schlink Haus 2015 Made With Organic Grapes Riesling (Rheinhessen),Riesling,Germany,88,12.0,Anna Lee C. Iijima
3531,Schloss Gobelsburg 2011 Auslese Riesling (Niederösterreich),Riesling,Austria,92,,Roger Voss
3538,Domäne Wachau 2012 Terrassen Smaragd Riesling (Wachau),Riesling,Austria,92,30.0,Roger Voss
3547,Frankland Estate 2012 Isolation Ridge Vineyard Riesling (Frankland River),Riesling,Australia,92,40.0,Joe Czerwinski
3551,Convergence Zone 2012 Bacchus Vineyard Dewpoint Riesling (Columbia Valley (WA)),Riesling,US,92,17.0,Paul Gregutt
3552,Dr. Heidemanns-Bergweiler 2011 Graacher Himmelreich Spätlese Riesling (Mosel),Riesling,Germany,92,30.0,Anna Lee C. Iijima
3569,St. Christopher 2016 Piesporter Goldtröpfchen Spätlese Riesling (Mosel),Riesling,Germany,89,12.0,Anna Lee C. Iijima
3583,Bastgen 2015 Kestener Paulinsberg Kabinett Riesling (Mosel),Riesling,Germany,89,19.0,Anna Lee C. Iijima
3646,Emmerich Knoll 2006 Ried Schütt Smaragd Riesling (Wachau),Riesling,Austria,93,67.0,Roger Voss
3647,Rudi Pichler 2006 Wösendorfer Kirchweg Smaragd Riesling (Wachau),Riesling,Austria,93,56.0,Roger Voss
3702,Dr. H. Thanisch (Erben Thanisch) 2012 Berncasteler Doctor Auslese Riesling (Mosel),Riesling,Germany,91,95.0,Anna Lee C. Iijima
3706,Fritz Haag 2012 Brauneberger Juffer Trocken GG Riesling (Mosel),Riesling,Germany,91,42.0,Anna Lee C. Iijima
3753,Domaine Fritz Schmitt 2015 Riesling (Alsace),Riesling,France,86,20.0,Anne Krebiehl MW
3762,Four Degrees of Riesling 2012 3rd Degree Late Harvest Sweet Riesling (Seneca Lake),Riesling,US,86,15.0,Anna Lee C. Iijima
3764,Jones of Washington 2013 Riesling (Ancient Lakes),Riesling,US,86,13.0,Sean P. Sullivan
3780,Bellwether 2012 A&D Vineyard Dry Riesling (Finger Lakes),Riesling,US,86,22.0,Anna Lee C. Iijima
3793,14 Hands 2013 Riesling (Washington),Riesling,US,88,10.0,Paul Gregutt
3802,Mercer 2013 Riesling (Yakima Valley),Riesling,US,88,12.0,Paul Gregutt
3803,Mercer Canyons 2013 Riesling (Yakima Valley),Riesling,US,88,10.0,Paul Gregutt
3838,Joseph Fritsch 2010 Schlossberg Grand Cru Riesling (Alsace),Riesling,France,93,24.0,Roger Voss
3850,S.A. Prüm 2009 Graacher Himmelreich Spätlese Riesling (Mosel),Riesling,Germany,92,31.0,Joe Czerwinski
3871,Dr. H. Thanisch (Erben Thanisch) 2009 Berncasteler Doctor Auslese Riesling (Mosel),Riesling,Germany,91,84.0,Joe Czerwinski
3881,Washington Hills 2008 Riesling (Washington),Riesling,US,86,10.0,Paul Gregutt
3962,Loimer 2009 Reserve Riesling (Kamptal),Riesling,Austria,90,,Roger Voss
3997,Red Newt Cellars 2012 Sawmill Creek Vineyards North Block Riesling (Finger Lakes),Riesling,US,88,20.0,Anna Lee C. Iijima
3999,Silver Thread 2012 Semi-dry Riesling (Finger Lakes),Riesling,US,88,18.0,Anna Lee C. Iijima
4099,Yalumba 2014 The Y Series Riesling (Barossa),Riesling,Australia,86,12.0,Joe Czerwinski
4114,Leonard Kreusch 2015 Piesporter Goldtröpfchen Kabinett Riesling (Mosel),Riesling,Germany,90,17.0,Anna Lee C. Iijima
4115,Leonard Kreusch 2015 Piesporter Michelsberg Kabinett Riesling (Mosel),Riesling,Germany,90,13.0,Anna Lee C. Iijima
4120,Dr. Heidemanns-Bergweiler 2015 Bernkasteler Badstube  Kabinett Riesling (Mosel),Riesling,Germany,90,18.0,Anna Lee C. Iijima
4169,Domdechant Werner 2015 Hochheimer Domdechaney Beerenauslese Riesling (Rheingau),Riesling,Germany,92,210.0,Anna Lee C. Iijima
4233,Swiftwater Cellars 2015 Olsen Vineyard Riesling (Yakima Valley),Riesling,US,88,22.0,Sean P. Sullivan
4276,Hogue 2014 Riesling (Yakima Valley),Riesling,US,85,11.0,Sean P. Sullivan
4291,Pey-Marin 2008 The Shell Mound Riesling (Marin County),Riesling,US,89,24.0,
4316,Dr. Konstantin Frank 2007 Dry Riesling (Finger Lakes),Riesling,US,89,18.0,
4407,McGregor 2016 Dry Riesling (Finger Lakes),Riesling,US,88,20.0,Anna Lee C. Iijima
4412,Pacific Rim 2016 Wallula Vineyard Riesling (Horse Heaven Hills),Riesling,US,88,15.0,Sean P. Sullivan
4468,Chateau Ste. Michelle 2014 Ethos Reserve Late Harvest Riesling (Columbia Valley (WA)),Riesling,US,91,40.0,Sean P. Sullivan
4574,Beacon Hill 2015 Riesling,Riesling,US,85,22.0,Paul Gregutt
4600,Atwater 2008 Dry Riesling (Finger Lakes),Riesling,US,87,16.0,Anna Lee C. Iijima
4614,Highland Cellars 2007 Oughterson Family Estates Riesling (Seneca Lake),Riesling,US,87,13.0,Anna Lee C. Iijima
4615,Keuka Lake Vineyards 2008 Falling Man Vineyard Dry Riesling (Finger Lakes),Riesling,US,87,18.0,Anna Lee C. Iijima
4672,Schloss Johannisberger 2014 Rotlack Kabinett Feinherb Riesling (Rheingau),Riesling,Germany,91,55.0,Anna Lee C. Iijima
4678,Joh. Jos. Prüm 2014 Wehlener Sonnenuhr Spätlese Riesling (Mosel),Riesling,Germany,91,29.0,Anna Lee C. Iijima
4679,Johannishof 2014 Rüdesheimer Berg Rottland Spätlese Riesling (Rheingau),Riesling,Germany,91,40.0,Anna Lee C. Iijima
4707,Leonard Kreusch 2014 Piesporter Goldtröpfchen Kabinett Riesling (Mosel),Riesling,Germany,87,16.0,Anna Lee C. Iijima
4714,Peter Nicolay 2014 Riesling (Mosel),Riesling,Germany,87,16.0,Anna Lee C. Iijima
4715,Peter Nicolay 2014 Ürziger Goldwingert Spätlese Riesling (Mosel),Riesling,Germany,87,30.0,Anna Lee C. Iijima
4722,Schmitt Söhne 2014 Relax Riesling (Mosel),Riesling,Germany,87,10.0,Anna Lee C. Iijima
4765,Zull 2012 Innere Bergen Riesling (Niederösterreich),Riesling,Austria,90,21.0,Anne Krebiehl MW
4801,Bogle 2010 Riesling (California),Riesling,US,85,10.0,
4859,Villa Wolf 2014 Dry Riesling (Pfalz),Riesling,Germany,87,12.0,Anna Lee C. Iijima
4872,Oak Knoll 2013 Semi-Sweet Riesling (Willamette Valley),Riesling,US,87,10.0,Paul Gregutt
4883,Thomas Halby 2011 Erdener Treppchen Spätlese Riesling (Mosel),Riesling,Germany,87,20.0,Anna Lee C. Iijima
4988,Prager 2004 Madeline Riesling (Napa Valley),Riesling,US,88,35.0,
5000,Willi Haag 2007 Brauneberger Juffer Kabinett Riesling (Mosel-Saar-Ruwer),Riesling,Germany,88,27.0,Joe Czerwinski
5011,Dunham 2010 Lewis Estate Vineyard Riesling (Columbia Valley (WA)),Riesling,US,95,20.0,Paul Gregutt
5036,Domaine Schoffit 2011 Rangen de Thann Grand Cru Clos Saint-Théobald Riesling (Alsace),Riesling,France,91,53.0,Roger Voss
5133,Forstreiter 2015 Schiefer Reserve Riesling (Kremstal),Riesling,Austria,92,19.0,Anne Krebiehl MW
5168,Wagner 2008 Dry Riesling (Finger Lakes),Riesling,US,87,13.0,Anna Lee C. Iijima
5193,Dr. Loosen 2009 Eiswein Riesling (Mosel),Riesling,Germany,90,48.0,Anna Lee C. Iijima
5211,Philipp Kuhn 2012 Laumersheimer Alte Reben Trocken Riesling (Pfalz),Riesling,Germany,92,26.0,Anna Lee C. Iijima
5214,C. von Nell-Breuning 1999 Kaseler Dominikanerberg Auslese Riesling (Mosel),Riesling,Germany,92,25.0,Anna Lee C. Iijima
5275,Fox Run 2011 Riesling 10 Hanging Delta Vineyard Riesling (Finger Lakes),Riesling,US,88,30.0,Anna Lee C. Iijima
5283,Lakewood 2011 Dry Riesling (Finger Lakes),Riesling,US,87,13.0,Anna Lee C. Iijima
5381,Leonard Kreusch 2009 Estate Bottled Beerenauslese Riesling (Rheinhessen),Riesling,Germany,85,27.0,Anna Lee C. Iijima
5467,Matetic 2012 Corralillo Riesling (Casablanca Valley),Riesling,Chile,86,20.0,Michael Schachner
5503,Arndorfer 2012 Strasser Winberge Reserve Riesling (Kamptal),Riesling,Austria,93,28.0,Anne Krebiehl MW
5507,Eichinger 2012 Gaisberg Reserve Riesling (Kamptal),Riesling,Austria,93,30.0,Anne Krebiehl MW
5526,Cristiari 2013 Riesling (Costers del Segre),Riesling,Spain,82,20.0,Michael Schachner
5545,Loosen Bros. 2010 Dr. L Riesling (Mosel),Riesling,Germany,90,12.0,Joe Czerwinski
5567,Peter Nicolay 2010 Riesling (Mosel),Riesling,Germany,90,16.0,Joe Czerwinski
5580,Pillitteri 2004 Select Late Harvest Riesling (Niagara Peninsula),Riesling,Canada,87,24.0,Susan Kostrzewa
5593,Carl Ehrhard 2008 Rudesheimer Kabinett Dry Riesling (Rheingau),Riesling,Germany,88,15.0,Joe Czerwinski
5599,Prinz Salm 2009 Wallhausen Johannisberg GG Trocken Riesling (Nahe),Riesling,Germany,88,67.0,Joe Czerwinski
5601,Rooster Hill 2009 Dry Riesling (Finger Lakes),Riesling,US,88,16.0,Anna Lee C. Iijima
5605,Sheldrake Point 2007 Reserve Riesling (Finger Lakes),Riesling,US,88,25.0,Anna Lee C. Iijima
5612,Hermann J. Wiemer 2009 Semi-Dry Riesling (Finger Lakes),Riesling,US,88,17.0,Anna Lee C. Iijima
5615,Wittmann 2009 Westhofener Trocken Riesling (Rheinhessen),Riesling,Germany,88,58.0,Joe Czerwinski
5622,Zull 2007 Innere Bergen Riesling (Niederösterreich),Riesling,Austria,90,25.0,Roger Voss
5652,Türk 2015 Kremser Wachtberg Reserve Riesling (Kremstal),Riesling,Austria,90,,Anne Krebiehl MW
5680,Milbrandt 2009 Traditions Riesling (Columbia Valley (WA)),Riesling,US,88,13.0,Paul Gregutt
5682,Norbert Bauer 2009 Diermannsee Riesling (Niederösterreich),Riesling,Austria,88,18.0,Roger Voss
5724,Brooklyn West 2012 Riesling (Santa Ynez Valley),Riesling,US,90,24.0,Matt Kettmann
5764,Domaine Barmès-Buecher 2013 Leimental Riesling (Alsace),Riesling,France,92,35.0,Anne Krebiehl MW
5766,Domaine Zind-Humbrecht 2013 Terroir d'Alsace Riesling (Alsace),Riesling,France,92,30.0,Anne Krebiehl MW
5790,Balo 2014 Riesling (Anderson Valley),Riesling,US,83,24.0,Jim Gordon
5879,Peter Mertes 2015 Platinum Riesling (Mosel),Riesling,Germany,88,10.0,Anna Lee C. Iijima
5890,Dr. Volkmar 2015 Kabinett Riesling (Rheinhessen),Riesling,Germany,87,12.0,Anna Lee C. Iijima
6062,Ancestry 2013 Reminiscence Riesling (Columbia Gorge (WA)),Riesling,US,89,18.0,Sean P. Sullivan
6166,Daedalus Cellars 2007 Maresh Vineyard Riesling (Dundee Hills),Riesling,US,89,21.0,Paul Gregutt
6199,Glenora 2016 Dry Riesling (Finger Lakes),Riesling,US,87,15.0,Anna Lee C. Iijima
6241,Domdechant Werner 2013 Hochheimer Domdechaney Trocken Gold Cap Riesling (Rheingau),Riesling,Germany,90,47.0,Anna Lee C. Iijima
6245,Fritz Haag 2013 Juffer Trocken GG Riesling (Mosel),Riesling,Germany,90,42.0,Anna Lee C. Iijima
6272,Markus Molitor 2010 Zeltinger Sonnenuhr Auslese Riesling (Mosel),Riesling,Germany,94,58.0,Anna Lee C. Iijima
6336,Joseph Cattin 2016 Hatschbourg Grand Cru Riesling (Alsace),Riesling,France,91,30.0,Anne Krebiehl MW
6352,Trisaetum 2014 Estates Reserve Riesling (Willamette Valley),Riesling,US,93,38.0,Paul Gregutt
6393,Jamesport 2013 Estate Riesling (North Fork of Long Island),Riesling,US,86,25.0,Anna Lee C. Iijima
6408,Hafner 2002 Essencia Kosher Trockenbeerenauslese Riesling (Burgenland),Riesling,Austria,85,25.0,Roger Voss
6465,Inniskillin 2008 Ice Wine Riesling (Niagara Peninsula),Riesling,Canada,91,80.0,Anna Lee C. Iijima
6485,Château Bianca 2015 Riesling (Willamette Valley),Riesling,US,83,15.0,Paul Gregutt
6546,Thirsty Owl Wine Company 2014 Dry Riesling (Finger Lakes),Riesling,US,85,15.0,Anna Lee C. Iijima
6550,Barnstormer 2014 Dry Riesling (Seneca Lake),Riesling,US,85,19.0,Anna Lee C. Iijima
6619,Koenig Vineyards 2010 Ice Wine Riesling,Riesling,US,88,20.0,Sean P. Sullivan
6678,Domaine Ehrhart 2011 Domaine Saint-Rémy Hengst Grand Cru Riesling (Alsace),Riesling,France,93,35.0,Roger Voss
6685,Domaine Zind-Humbrecht 2012 Clos Häuserer Wintzenheim Riesling (Alsace),Riesling,France,93,65.0,Roger Voss
6695,Trimbach 2011 Réserve Riesling (Alsace),Riesling,France,93,40.0,Roger Voss
6758,Pacific Rim 2012 Sweet Riesling (Columbia Valley (WA)),Riesling,US,89,10.0,Paul Gregutt
6845,Anthony Road 2009 Martini Reinhardt Selection Riesling (Finger Lakes),Riesling,US,91,30.0,Anna Lee C. Iijima
