,wine,variety,country,points,price,taster
177,Isole e Olena 2005  Chianti Classico,Sangiovese,Italy,88,22.0,
181,McIntyre Vineyards 2006 Mission Ranch Pinot Noir (Arroyo Seco),Pinot Noir,US,88,36.0,
186,Harrington 2006 Wiley Vineyard Pinot Noir (Anderson Valley),Pinot Noir,US,88,40.0,
187,Abbazia Santa Anastasia 2003 Montenero Red (Sicilia),Red Blend,Italy,88,48.0,
188,Viña Bisquertt 2007 Casa La Joya Reserve Merlot (Colchagua Valley),Merlot,Chile,88,11.0,Michael Schachner
190,Fattoria Alois 2007 Campole Red (Campania),Red Blend,Italy,87,26.0,
192,Aldegheri 2003 Le Pietre Santambrogio Red (Rosso del Veronese),Red Blend,Italy,87,20.0,
194,Campomaggio 2005  Chianti Classico,Sangiovese,Italy,87,,
200,Tenuta di Sesta 2011 Riserva  (Brunello di Montalcino),Sangiovese,Italy,90,,Kerin O’Keefe
213,MCV 2014 1105 Red (Paso Robles),Red Blend,US,90,48.0,Matt Kettmann
216,Podere Scopetone 2012  Brunello di Montalcino,Sangiovese,Italy,90,57.0,Kerin O’Keefe
222,Talenti 2011 Trentennale  (Brunello di Montalcino),Sangiovese,Italy,90,,Kerin O’Keefe
227,Wagner 2006 Grace House Pinot Noir (Finger Lakes),Pinot Noir,US,85,15.0,
229,Benessere 2005 Costa Del Sol Red (Napa Valley),Red Blend,US,85,18.0,
233,Silvan Ridge 2006 Reserve Pinot Noir (Willamette Valley),Pinot Noir,US,85,28.0,Paul Gregutt
241,Falcor 2005 Sangiovese (Napa Valley),Sangiovese,US,85,34.0,
244,J. & F. Lurton 2007 Herederos de François Lurton Villafrance de Duero Red (Vino de la Tierra de Castilla y León),Red Blend,Spain,85,13.0,Michael Schachner
247,Work 2004 Reserve Merlot (Sonoma Mountain),Merlot,US,85,25.0,
248,Amity 2006 Estate Single Vineyard Pinot Noir (Willamette Valley),Pinot Noir,US,85,45.0,Paul Gregutt
251,Cherry Hill 2006 Papillon Estate Pinot Noir (Willamette Valley),Pinot Noir,US,85,22.0,Paul Gregutt
255,Esterlina 2009 Reserva Pinot Noir (Cole Ranch),Pinot Noir,US,89,55.0,Virginie Boone
257,Graham Beck 2007 The William Red (Coastal Region),Red Blend,South Africa,89,18.0,Lauren Buzzeo
260,Willamette Valley Vineyards 2009 Estate Pinot Noir (Willamette Valley),Pinot Noir,US,89,40.0,Paul Gregutt
261,Algodon 2008 Estate Blend Gran Reserva Red,Red Blend,Argentina,89,37.0,Michael Schachner
262,Beaver Creek 2008 Fairytale Red (Napa Valley),Red Blend,US,89,39.0,Virginie Boone
263,Byron 2009 Monument Pinot Noir (Santa Maria Valley),Pinot Noir,US,89,60.0,
266,Kaiken 2008 Corte Malbec-Bonarda-Petit Verdot Red (Mendoza),Red Blend,Argentina,89,14.0,Michael Schachner
273,O. Fournier 2007 B Crux Red (Uco Valley),Red Blend,Argentina,89,19.0,Michael Schachner
278,Erath 2009 Bishop Creek Pinot Noir,Pinot Noir,US,89,50.0,Paul Gregutt
281,Cambria 2011 Bench Break Vineyard Pinot Noir (Santa Maria Valley),Pinot Noir,US,92,34.0,
282,I Giusti e Zanza 2009 Dulcamara Red (Toscana),Red Blend,Italy,92,41.0,Kerin O’Keefe
283,J. Christopher 2011 Bella Vida Vineyard Unfiltered Pinot Noir (Dundee Hills),Pinot Noir,US,92,52.0,Paul Gregutt
286,Talley 2011 Rincon Vineyard Pinot Noir (Arroyo Grande Valley),Pinot Noir,US,92,60.0,
299,Attilio Ghisolfi 2007 Pinay Red (Langhe),Red Blend,Italy,87,,
300,Benessere 2007 Estate Sangiovese (Napa Valley),Sangiovese,US,87,28.0,
307,Domaine Bertagna 2009 Les Dames Huguettes  (Côte de Nuits-Villages),Pinot Noir,France,87,30.0,Roger Voss
318,Aresti 2007 Reserva Merlot (Curicó Valley),Merlot,Chile,86,18.0,Michael Schachner
330,Clos La Chance 2006 Lila's Cuvée Red (Central Coast),Red Blend,US,86,40.0,
336,Koyle 2015 Costa Pinot Noir (Colchagua Costa),Pinot Noir,Chile,83,35.0,Michael Schachner
343,Pura 8 2010 Grand Reserve Pinot Noir (Rapel Valley),Pinot Noir,Chile,81,20.0,Michael Schachner
357,Château de la Tour 2013 Vieilles Vignes  (Clos de Vougeot),Pinot Noir,France,95,350.0,Roger Voss
364,Winderlea 2014 Weber Vineyard Pinot Noir (Dundee Hills),Pinot Noir,US,95,48.0,Paul Gregutt
375,Valiano 1997 Vino in Musica Sangiovese (Toscana),Sangiovese,Italy,88,40.0,
380,Lapostolle 2002 Estate Bottled Merlot (Rapel Valley),Merlot,Chile,88,12.0,Michael Schachner
386,Merriam 2000 Windacre Vineyard Merlot (Russian River Valley),Merlot,US,88,34.0,
388,Kynsi 1999 Paragon Vineyard Pinot Noir (Edna Valley),Pinot Noir,US,88,25.0,Roger Voss
394,Undurraga 2001 Reserva Merlot (Maipo Valley),Merlot,Chile,87,12.0,Michael Schachner
397,Cono Sur 2008 Visión Pinot Noir (Colchagua Valley),Pinot Noir,Chile,85,15.0,Michael Schachner
403,Vinavanti 2005 Le Bon Viveur Red (California),Red Blend,US,85,15.0,
418,Michlits 2007 Biokult Zweigelt Pinot Noir Red (Burgenland),Red Blend,Austria,85,,Roger Voss
421,Guardian 2013 Confidential Source Merlot (Columbia Valley (WA)),Merlot,US,89,30.0,Sean P. Sullivan
451,Montemercurio 2007 Messaggero  (Vino Nobile di Montepulciano),Sangiovese,Italy,92,35.0,Kerin O’Keefe
457,Rusack 2011 Solomon Hills Vineyard Pinot Noir (Santa Maria Valley),Pinot Noir,US,92,45.0,
460,Chehalem 2011 Ridgecrest Vineyards Pinot Noir (Ribbon Ridge),Pinot Noir,US,92,50.0,Paul Gregutt
465,Valentina Cubi 2008 Morar  (Amarone della Valpolicella),Red Blend,Italy,92,69.0,Kerin O’Keefe
467,Domaine Serene 2010 Evenstad Reserve Pinot Noir (Willamette Valley),Pinot Noir,US,92,65.0,Paul Gregutt
471,Henri de Villamont 2010 Les Chatelots Premier Cru  (Chambolle-Musigny),Pinot Noir,France,92,73.0,Roger Voss
472,Henri de Villamont 2010 Les Feusselottes Premier Cru  (Chambolle-Musigny),Pinot Noir,France,92,72.0,Roger Voss
476,Castello di Amorosa 2009 La Castellana Red (Napa Valley),Red Blend,US,92,88.0,
482,Babcock 2010 Ocean's Ghost Pinot Noir (Sta. Rita Hills),Pinot Noir,US,87,60.0,
492,Zerba Cellars 2008 Sangiovese (Walla Walla Valley (WA)),Sangiovese,US,87,30.0,Paul Gregutt
493,Insania 2009 Red (Red Mountain),Red Blend,US,87,35.0,Paul Gregutt
498,Michael Pozzan 2010 Annabella Pinot Noir (Carneros),Pinot Noir,US,87,17.0,
509,Beringer 2014 Quantum Red (Napa Valley),Red Blend,US,91,65.0,Virginie Boone
514,Cono Sur 2012 20 Barrels Limited Edition Peralillo Estate Merlot (Colchagua Valley),Merlot,Chile,91,35.0,Michael Schachner
515,D.R. Stephens 2014 Silver Eagle Vineyard Pinot Noir (Sonoma Coast),Pinot Noir,US,91,75.0,Virginie Boone
516,Davis Family 2014 Soul Patch Estate Grown Pinot Noir (Russian River Valley),Pinot Noir,US,91,55.0,Virginie Boone
517,Davis Family 2014 Starr Ridge Vineyard Pinot Noir (Russian River Valley),Pinot Noir,US,91,55.0,Virginie Boone
518,Domaine Jeannin-Naltet 2014 Le Clos l'Evêque Premier Cru  (Mercurey),Pinot Noir,France,91,60.0,Roger Voss
522,Rex Hill 2014 Sims Vineyard Pinot Noir (Willamette Valley),Pinot Noir,US,91,55.0,Paul Gregutt
523,Ruby 2015 Steve's Reserve Pinot Noir (Chehalem Mountains),Pinot Noir,US,91,65.0,Paul Gregutt
526,Tumwater 2014 Prince Hill Vineyard Reserve Pinot Noir (Dundee Hills),Pinot Noir,US,91,55.0,Paul Gregutt
529,Joseph Jewell 2014 Bucher Vineyard Pinot Noir (Russian River Valley),Pinot Noir,US,91,45.0,Virginie Boone
532,Le Cadeau 2015 Diversité Pinot Noir (Willamette Valley),Pinot Noir,US,91,50.0,Paul Gregutt
533,Le Cadeau 2015 Équinoxe Pinot Noir (Willamette Valley),Pinot Noir,US,91,50.0,Paul Gregutt
538,Paul O'Brien 2014 Bradley Vineyard Pinot Noir (Umpqua Valley),Pinot Noir,US,91,45.0,Paul Gregutt
539,Claiborne & Churchill 2014 Twin Creeks Estate Pinot Noir (Edna Valley),Pinot Noir,US,93,42.0,Matt Kettmann
540,Flying Goat Cellars 2012 Bien Nacido Vineyard Pinot Noir (Santa Maria Valley),Pinot Noir,US,93,60.0,Matt Kettmann
541,Flying Goat Cellars 2012 Solomon Hills Vineyard Pinot Noir (Santa Maria Valley),Pinot Noir,US,93,42.0,Matt Kettmann
544,ONX 2013 Reckoning Red (Templeton Gap District),Red Blend,US,93,54.0,Matt Kettmann
547,Turiya 2011 Stolpman Vineyard Sangiovese (Ballard Canyon),Sangiovese,US,93,150.0,Matt Kettmann
548,Iron Horse 2013 Thomas Road Pinot Noir (Green Valley),Pinot Noir,US,93,85.0,Virginie Boone
557,Sanctuary 2013 Bien Nacido Vineyard Pinot Noir (Santa Maria Valley),Pinot Noir,US,93,40.0,Matt Kettmann
561,Loring Wine Company 2014 Durell Vineyard Pinot Noir (Sonoma Coast),Pinot Noir,US,93,50.0,Jim Gordon
563,Flying Goat Cellars 2012 Rancho Santa Rosa Vineyard Pinot Noir (Sta. Rita Hills),Pinot Noir,US,93,48.0,Matt Kettmann
565,Turiya 2011 Shapeshifter Red (Central Coast),Red Blend,US,93,100.0,Matt Kettmann
582,Seven Falls 2013 Merlot (Wahluke Slope),Merlot,US,89,18.0,Sean P. Sullivan
583,Silvertip 2014 Unfiltered Estate Pinot Noir (Santa Cruz Mountains),Pinot Noir,US,89,32.0,Matt Kettmann
598,Midnight 2013 Starlight Sangiovese (Paso Robles),Sangiovese,US,89,36.0,Matt Kettmann
604,Príncipe de Viana 2008 Reserva 1423 Red (Navarra),Red Blend,Spain,87,35.0,Michael Schachner
605,Proemio 2009 Gran Reserve Winemaker's Selection Red (Mendoza),Red Blend,Argentina,87,30.0,Michael Schachner
611,Saintsbury 2010 Toyon Farm Pinot Noir (Carneros),Pinot Noir,US,87,54.0,
618,Barlow 2009 Unfiltered Merlot (Calistoga),Merlot,US,87,35.0,
621,Claiborne & Churchill 2010 Pinot Noir (Edna Valley),Pinot Noir,US,87,28.0,
622,Coiled 2009 Sidewinder Red,Red Blend,US,87,25.0,Sean P. Sullivan
623,Coiled 2010 Black Mamba Red,Red Blend,US,87,28.0,Sean P. Sullivan
624,Colter's Creek 2010 Koos-Koos-Kia Colter's Creek Vineyard Red (Idaho),Red Blend,US,87,20.0,Sean P. Sullivan
629,Walt 2013 Pinpoint Extreme Pinot Noir (Russian River Valley),Pinot Noir,US,92,75.0,Virginie Boone
630,WillaKenzie Estate 2013 Aliette Pinot Noir,Pinot Noir,US,92,48.0,Paul Gregutt
645,Purple Hands 2014 Freedom Hill Vineyard Pinot Noir (Willamette Valley),Pinot Noir,US,92,50.0,Paul Gregutt
656,Stoller 2013 Nancy's Pinot Noir (Dundee Hills),Pinot Noir,US,92,70.0,Paul Gregutt
673,The Withers Winery 2013 Charles Vineyard Pinot Noir (Anderson Valley),Pinot Noir,US,90,44.0,Jim Gordon
675,Acacia 2013 Pinot Noir (Carneros),Pinot Noir,US,90,28.0,Virginie Boone
683,Castello di Querceto 2010 Cignale Red (Colli della Toscana Centrale),Red Blend,Italy,90,70.0,Kerin O’Keefe
685,Cobb 2012 Emmaline Ann Vineyard Pinot Noir (Sonoma Coast),Pinot Noir,US,90,75.0,Virginie Boone
689,Nadia 2012 Quattro Santa Barbara Highlands Vineyard Red (Santa Barbara County),Red Blend,US,91,35.0,Matt Kettmann
690,Nittnaus Hans und Christine 2013 Nit'ana Red (Burgenland),Red Blend,Austria,91,35.0,Anne Krebiehl MW
692,Poggio Argentiera 2012 Capatosta  (Morellino di Scansano),Red Blend,Italy,91,35.0,Kerin O’Keefe
695,Ruffino 2010 Riserva Ducale Oro Gran Selezione  (Chianti Classico),Red Blend,Italy,91,43.0,Kerin O’Keefe
710,Dry River 2013 Pinot Noir (Martinborough),Pinot Noir,New Zealand,91,120.0,Joe Czerwinski
712,Failla 2013 Keefer Ranch Pinot Noir (Russian River Valley),Pinot Noir,US,91,48.0,Virginie Boone
713,Friedeman 2013 Dichotomy Pinot Noir (Russian River Valley),Pinot Noir,US,91,32.0,Virginie Boone
714,Akarua 2012 Bannockburn Pinot Noir (Central Otago),Pinot Noir,New Zealand,91,50.0,Joe Czerwinski
715,Benvenuto de la Serna 2010 Trisagio Malbec-Petit Verdot-Tannat Red (Valle de Uco),Red Blend,Argentina,91,28.0,Michael Schachner
716,Carrick 2013 Unravelled Pinot Noir (Central Otago),Pinot Noir,New Zealand,91,30.0,Joe Czerwinski
727,Rascal 2014 Pinot Noir (Oregon),Pinot Noir,US,85,13.0,Paul Gregutt
732,Domaine Michel Goubard 2014 Mont-Avril  (Côte Chalonnaise),Pinot Noir,France,85,22.0,Roger Voss
733,Domaine Poulleau Père et Fils 2014  Chorey-lès-Beaune,Pinot Noir,France,85,40.0,Roger Voss
740,McPherson 2014 Sangiovese (Texas),Sangiovese,US,85,,Alexander Peartree
747,William Knuttel 2007 Pinot Noir (Sonoma Coast),Pinot Noir,US,87,24.0,
750,De Loach 2008 Thornton Vineyard Pinot Noir (Sonoma Coast),Pinot Noir,US,87,45.0,
757,Lane Tanner 2009 Julia's Vineyard Pinot Noir (Santa Maria Valley),Pinot Noir,US,87,36.0,
758,MacRostie 2008 Pinot Noir (Sonoma Coast),Pinot Noir,US,87,34.0,
765,Robert Foley 2008 The Griffin Red (Napa Valley),Red Blend,US,87,32.0,
766,42°S 2008 Pinot Noir (Tasmania),Pinot Noir,Australia,87,18.0,Joe Czerwinski
774,Patton Valley 2010 Lorna Marie Pinot Noir (Willamette Valley),Pinot Noir,US,92,70.0,Paul Gregutt
775,Patton Valley 2010 West Block Pinot Noir (Willamette Valley),Pinot Noir,US,92,48.0,Paul Gregutt
778,Adelsheim 2010 Winderlea Vineyard Pinot Noir (Dundee Hills),Pinot Noir,US,92,105.0,Paul Gregutt
785,San Pedro de Yacochuya 2012 Red (Salta),Red Blend,Argentina,90,25.0,Michael Schachner
791,Beacon Hill 2013 Chehalem Mountain Vineyard Pinot Noir (Chehalem Mountains),Pinot Noir,US,90,85.0,Paul Gregutt
793,Brian Carter Cellars 2012 Tuttorosso Red (Yakima Valley),Red Blend,US,90,34.0,Sean P. Sullivan
803,Efeste 2013 Upright Klipsun Vineyard Merlot (Red Mountain),Merlot,US,90,39.0,Sean P. Sullivan
813,Torbreck 2013 Cuvee Juveniles Red (Barossa Valley),Red Blend,Australia,90,22.0,Joe Czerwinski
814,Valdicava 2012  Rosso di Montalcino,Sangiovese,Italy,86,,Kerin O’Keefe
817,La Playa 2012 Block Selection Reserve Block N. 10 Merlot (Colchagua Valley),Merlot,Chile,86,12.0,Michael Schachner
822,Ridolfi 2012  Rosso di Montalcino,Sangiovese,Italy,86,20.0,Kerin O’Keefe
824,Stomping Ground 2010 Merlot (California),Merlot,US,86,10.0,Jim Gordon
825,Tenuta Poggio il Castellare 2009  Brunello di Montalcino,Sangiovese,Italy,86,70.0,Kerin O’Keefe
826,Tenuta San Giorgio 2012 Ciampoleto  (Rosso di Montalcino),Sangiovese,Italy,86,28.0,Kerin O’Keefe
827,Terrapura 2012 Merlot (Curicó Valley),Merlot,Chile,86,11.0,Michael Schachner
847,Domaine Bott-Geyl 2012 Galets Oligocène Pinot Noir (Alsace),Pinot Noir,France,90,33.0,Anne Krebiehl MW
848,Domaine Collotte 2014 Clos de Jeu  (Marsannay),Pinot Noir,France,90,,Roger Voss
849,Domaine Faiveley 2014  Gevrey-Chambertin,Pinot Noir,France,90,70.0,Roger Voss
851,Domaine René Bouvier 2014 Champ Salomon  (Marsannay),Pinot Noir,France,90,,Roger Voss
863,West of Temperance 2012 Rio Vista Vineyard Pinot Noir (Sta. Rita Hills),Pinot Noir,US,90,45.0,Matt Kettmann
867,Carabella 2013 Estate Pinot Noir (Chehalem Mountains),Pinot Noir,US,90,40.0,Paul Gregutt
871,Herencia 2013 Merlot (Napa Valley),Merlot,US,90,42.0,Virginie Boone
876,Vall Llach 2007 Idus Red (Priorat),Red Blend,Spain,90,50.0,Michael Schachner
877,Ceralti 2008 Alfeo  (Bolgheri Superiore),Red Blend,Italy,90,,
881,Fuentes 2008 Coraje Red (Priorat),Red Blend,Spain,90,44.0,Michael Schachner
883,I Luoghi 2008 Campo al Fico  (Bolgheri Superiore),Red Blend,Italy,90,,
889,Pacific Ridge 2009 Red Label Pinot Noir (Sta. Rita Hills),Pinot Noir,US,90,44.0,
891,2nd Chance 2009 Pinot Noir (Santa Maria Valley),Pinot Noir,US,90,29.0,
894,Jacopo Biondi-Santi 2008 Castello di Montepò  (Morellino di Scansano),Sangiovese,Italy,90,29.0,
895,Le Buche 2006 Giuseppe Olivi Memento Red (Toscana),Red Blend,Italy,90,45.0,
898,Marsiliana 2005 Red (Toscana),Red Blend,Italy,90,,
899,Mazzei 2009 Fonterutoli  (Chianti Classico),Sangiovese,Italy,90,28.0,
900,Morlanda 2007 Criança Red (Priorat),Red Blend,Spain,90,48.0,Michael Schachner
915,Coelho 2014 Atração Pinot Noir (Willamette Valley),Pinot Noir,US,87,25.0,Paul Gregutt
942,Ektimo Vineyards 2014 Pinot Noir (Russian River Valley),Pinot Noir,US,87,34.0,Virginie Boone
946,Frank Family 2013 Reserve Winston Hill Vineyard Sangiovese (Rutherford),Sangiovese,US,87,65.0,Virginie Boone
953,Amalie Robert 2012 i Pinot Noir (Willamette Valley),Pinot Noir,US,87,38.0,Paul Gregutt
974,Covington 2006 Rough House Red Red (Walla Walla Valley (WA)),Red Blend,US,85,30.0,Paul Gregutt
975,Feudo Montoni 2008 P Pinot Noir (Sicilia),Pinot Noir,Italy,85,12.0,
984,Byzantium 2005 Rosso di Valachia Red (Dealu Mare),Red Blend,Romania,85,12.0,Susan Kostrzewa
992,Domaine des Terrisses 2006 Grande Tradition Red (Gaillac),Red Blend,France,88,14.0,Roger Voss
1002,Benton-Lane 2006 First Class Pinot Noir (Willamette Valley),Pinot Noir,US,88,60.0,Paul Gregutt
1006,Expression 44° 2006 Pinot Noir (Eola-Amity Hills),Pinot Noir,US,88,40.0,Paul Gregutt
1010,The Four Graces 2005 Black Family Estate Pinot Noir (Dundee Hills),Pinot Noir,US,88,75.0,Paul Gregutt
1012,Antichi Vinai 1877 2013 Pietralava Red (Etna),Red Blend,Italy,88,,Kerin O’Keefe
1015,Callaway 2010 Profonde Winemaker's Reserve Red (Temecula Valley),Red Blend,US,88,48.0,Matt Kettmann
1042,Rentas de Fincas 2003 Crianza  (Rioja),Red Blend,Spain,85,15.0,Michael Schachner
1045,Honeywood Winery 2006 Pinot Noir (Willamette Valley),Pinot Noir,US,85,24.0,Paul Gregutt
1047,Irony 2004 Merlot (Napa Valley),Merlot,US,85,16.0,
1050,Little Black Dress 2006 Merlot (California),Merlot,US,85,10.0,
1057,Botalcura 2006 El Delirio Reserve Syrah-Malbec Red (Central Valley),Red Blend,Chile,85,11.0,Michael Schachner
1061,Clos Teddi 2007 Rosé Red (Patrimonio),Red Blend,France,85,25.0,Roger Voss
1064,Principe di Corleone 2004 Evoè Red (Sicilia),Red Blend,Italy,85,,
1067,Sea Slopes 2015 Pinot Noir (Sonoma Coast),Pinot Noir,US,94,34.0,Virginie Boone
1068,Trisaetum 2014 Family Reserve MMXIV Pinot Noir (Willamette Valley),Pinot Noir,US,94,100.0,Paul Gregutt
1069,Bergström 2015 Bergström Vineyard Pinot Noir (Dundee Hills),Pinot Noir,US,94,95.0,Paul Gregutt
1070,Bergström 2015 Shea Vineyard Pinot Noir,Pinot Noir,US,94,62.0,Paul Gregutt
1076,Alphonse Mellot 2014 En Grands Champs  (Sancerre),Pinot Noir,France,94,112.0,Roger Voss
1087,Williams Selyem 2015 Terra De Promissio Vineyard Pinot Noir (Sonoma Coast),Pinot Noir,US,94,58.0,Virginie Boone
1091,Cobb 2014 Emmaline Ann Vineyard Pinot Noir (Sonoma Coast),Pinot Noir,US,94,75.0,Virginie Boone
1092,Dion 2014 Old Vines Pinot Noir (Chehalem Mountains),Pinot Noir,US,94,50.0,Paul Gregutt
1093,Domaine Bernard Fleuriet et Fils 2015 Anthocyane  (Sancerre),Pinot Noir,France,94,60.0,Roger Voss
1094,Drouhin Oregon Roserock 2014 Zéphirine Pinot Noir (Eola-Amity Hills),Pinot Noir,US,94,60.0,Paul Gregutt
1096,Santa Alicia 2012 Millantu Red (Maipo Valley),Red Blend,Chile,90,25.0,Michael Schachner
1100,Valdivieso 2008 Éclat Vigno Old Vine Blend Red (Maule Valley),Red Blend,Chile,90,35.0,Michael Schachner
1109,Carpineto 2006 Sant'Ercolano  (Vino Nobile di Montepulciano),Red Blend,Italy,90,70.0,Kerin O’Keefe
1114,Citille di Sopra 2012  Rosso di Montalcino,Sangiovese,Italy,90,38.0,Kerin O’Keefe
1116,Cookies & Cream 2010 Merlot (California),Merlot,US,90,10.0,Jim Gordon
1118,Dei 2012  Rosso di Montepulciano,Red Blend,Italy,90,18.0,Kerin O’Keefe
1124,Wilridge 2014 Vintage Estate Dessert Wine Wilridge Vineyard Red (Naches Heights),Red Blend,US,84,20.0,Sean P. Sullivan
1125,Belden Barns 2013 Estate Grown Pinot Noir (Sonoma Mountain),Pinot Noir,US,84,38.0,Virginie Boone
1136,Experience 2012 Red (Napa Valley),Red Blend,US,84,27.0,Virginie Boone
1147,Barnard Griffin 2013 Merlot (Columbia Valley (WA)),Merlot,US,83,17.0,Sean P. Sullivan
1152,Whitman Cellars 2004 Narcissa Red Red (Columbia Valley (WA)),Red Blend,US,87,24.0,Paul Gregutt
1166,Wellington 2004 Estate Merlot (Sonoma Valley),Merlot,US,86,18.0,
1172,Pali 2006 Durell Vineyard Pinot Noir (Sonoma Coast),Pinot Noir,US,86,48.0,
1173,Robert Stemmler 2005 Nugent Vineyard Pinot Noir (Russian River Valley),Pinot Noir,US,86,40.0,
1174,Rutini 2006 Trumpeter Merlot (Mendoza),Merlot,Argentina,86,12.0,Michael Schachner
1212,Tantara 2015 Dierberg Pinot Noir (Santa Maria Valley),Pinot Noir,US,93,60.0,Matt Kettmann
1213,Westerly 2013 Pinot Noir (Sta. Rita Hills),Pinot Noir,US,93,40.0,Matt Kettmann
1221,Fess Parker 2015 Pommard Clone Pinot Noir (Sta. Rita Hills),Pinot Noir,US,93,58.0,Matt Kettmann
1227,Piro 2015 Points West Pinot Noir (Santa Maria Valley),Pinot Noir,US,93,32.0,Matt Kettmann
1228,Point & Line 2015 Reserve Pinot Noir (Sta. Rita Hills),Pinot Noir,US,93,55.0,Matt Kettmann
1230,Tantara 2015 La Encantada Pinot Noir (Sta. Rita Hills),Pinot Noir,US,93,65.0,Matt Kettmann
1231,White Hart Wine 2014 Vasthoudend Red (Monterey),Red Blend,US,93,40.0,Jim Gordon
1233,Balletto 2015 Sexton Hill Vineyard Estate Grown Estate Bottled Pinot Noir (Russian River Valley),Pinot Noir,US,92,42.0,Virginie Boone
1234,Bien Nacido 2014 Pinot Noir (Santa Maria Valley),Pinot Noir,US,92,60.0,Matt Kettmann
1235,Bodega de Edgar 2014 Toro de Paso Red (Central Coast),Red Blend,US,92,48.0,Matt Kettmann
1237,Agricoltori del Chianti Geografico 2007 Geografico  (Chianti Classico),Sangiovese,Italy,88,16.0,
1239,Castellare di Castellina 2005 Riserva  (Chianti Classico),Sangiovese,Italy,88,35.0,
