,wine,variety,country,points,price,taster
397,Cono Sur 2008 Visión Pinot Noir (Colchagua Valley),Pinot Noir,Chile,85,15.0,Michael Schachner
457,Rusack 2011 Solomon Hills Vineyard Pinot Noir (Santa Maria Valley),Pinot Noir,US,92,45.0,
460,Chehalem 2011 Ridgecrest Vineyards Pinot Noir (Ribbon Ridge),Pinot Noir,US,92,50.0,Paul Gregutt
467,Domaine Serene 2010 Evenstad Reserve Pinot Noir (Willamette Valley),Pinot Noir,US,92,65.0,Paul Gregutt
471,Henri de Villamont 2010 Les Chatelots Premier Cru  (Chambolle-Musigny),Pinot Noir,France,92,73.0,Roger Voss
472,Henri de Villamont 2010 Les Feusselottes Premier Cru  (Chambolle-Musigny),Pinot Noir,France,92,72.0,Roger Voss
482,Babcock 2010 Ocean's Ghost Pinot Noir (Sta. Rita Hills),Pinot Noir,US,87,60.0,
498,Michael Pozzan 2010 Annabella Pinot Noir (Carneros),Pinot Noir,US,87,17.0,
515,D.R. Stephens 2014 Silver Eagle Vineyard Pinot Noir (Sonoma Coast),Pinot Noir,US,91,75.0,Virginie Boone
516,Davis Family 2014 Soul Patch Estate Grown Pinot Noir (Russian River Valley),Pinot Noir,US,91,55.0,Virginie Boone
517,Davis Family 2014 Starr Ridge Vineyard Pinot Noir (Russian River Valley),Pinot Noir,US,91,55.0,Virginie Boone
518,Domaine Jeannin-Naltet 2014 Le Clos l'Evêque Premier Cru  (Mercurey),Pinot Noir,France,91,60.0,Roger Voss
522,Rex Hill 2014 Sims Vineyard Pinot Noir (Willamette Valley),Pinot Noir,US,91,55.0,Paul Gregutt
523,Ruby 2015 Steve's Reserve Pinot Noir (Chehalem Mountains),Pinot Noir,US,91,65.0,Paul Gregutt
526,Tumwater 2014 Prince Hill Vineyard Reserve Pinot Noir (Dundee Hills),Pinot Noir,US,91,55.0,Paul Gregutt
529,Joseph Jewell 2014 Bucher Vineyard Pinot Noir (Russian River Valley),Pinot Noir,US,91,45.0,Virginie Boone
532,Le Cadeau 2015 Diversité Pinot Noir (Willamette Valley),Pinot Noir,US,91,50.0,Paul Gregutt
533,Le Cadeau 2015 Équinoxe Pinot Noir (Willamette Valley),Pinot Noir,US,91,50.0,Paul Gregutt
538,Paul O'Brien 2014 Bradley Vineyard Pinot Noir (Umpqua Valley),Pinot Noir,US,91,45.0,Paul Gregutt
539,Claiborne & Churchill 2014 Twin Creeks Estate Pinot Noir (Edna Valley),Pinot Noir,US,93,42.0,Matt Kettmann
540,Flying Goat Cellars 2012 Bien Nacido Vineyard Pinot Noir (Santa Maria Valley),Pinot Noir,US,93,60.0,Matt Kettmann
541,Flying Goat Cellars 2012 Solomon Hills Vineyard Pinot Noir (Santa Maria Valley),Pinot Noir,US,93,42.0,Matt Kettmann
548,Iron Horse 2013 Thomas Road Pinot Noir (Green Valley),Pinot Noir,US,93,85.0,Virginie Boone
557,Sanctuary 2013 Bien Nacido Vineyard Pinot Noir (Santa Maria Valley),Pinot Noir,US,93,40.0,Matt Kettmann
561,Loring Wine Company 2014 Durell Vineyard Pinot Noir (Sonoma Coast),Pinot Noir,US,93,50.0,Jim Gordon
563,Flying Goat Cellars 2012 Rancho Santa Rosa Vineyard Pinot Noir (Sta. Rita Hills),Pinot Noir,US,93,48.0,Matt Kettmann
583,Silvertip 2014 Unfiltered Estate Pinot Noir (Santa Cruz Mountains),Pinot Noir,US,89,32.0,Matt Kettmann
611,Saintsbury 2010 Toyon Farm Pinot Noir (Carneros),Pinot Noir,US,87,54.0,
621,Claiborne & Churchill 2010 Pinot Noir (Edna Valley),Pinot Noir,US,87,28.0,
629,Walt 2013 Pinpoint Extreme Pinot Noir (Russian River Valley),Pinot Noir,US,92,75.0,Virginie Boone
630,WillaKenzie Estate 2013 Aliette Pinot Noir,Pinot Noir,US,92,48.0,Paul Gregutt
645,Purple Hands 2014 Freedom Hill Vineyard Pinot Noir (Willamette Valley),Pinot Noir,US,92,50.0,Paul Gregutt
656,Stoller 2013 Nancy's Pinot Noir (Dundee Hills),Pinot Noir,US,92,70.0,Paul Gregutt
673,The Withers Winery 2013 Charles Vineyard Pinot Noir (Anderson Valley),Pinot Noir,US,90,44.0,Jim Gordon
675,Acacia 2013 Pinot Noir (Carneros),Pinot Noir,US,90,28.0,Virginie Boone
685,Cobb 2012 Emmaline Ann Vineyard Pinot Noir (Sonoma Coast),Pinot Noir,US,90,75.0,Virginie Boone
710,Dry River 2013 Pinot Noir (Martinborough),Pinot Noir,New Zealand,91,120.0,Joe Czerwinski
712,Failla 2013 Keefer Ranch Pinot Noir (Russian River Valley),Pinot Noir,US,91,48.0,Virginie Boone
713,Friedeman 2013 Dichotomy Pinot Noir (Russian River Valley),Pinot Noir,US,91,32.0,Virginie Boone
714,Akarua 2012 Bannockburn Pinot Noir (Central Otago),Pinot Noir,New Zealand,91,50.0,Joe Czerwinski
716,Carrick 2013 Unravelled Pinot Noir (Central Otago),Pinot Noir,New Zealand,91,30.0,Joe Czerwinski
727,Rascal 2014 Pinot Noir (Oregon),Pinot Noir,US,85,13.0,Paul Gregutt
732,Domaine Michel Goubard 2014 Mont-Avril  (Côte Chalonnaise),Pinot Noir,France,85,22.0,Roger Voss
733,Domaine Poulleau Père et Fils 2014  Chorey-lès-Beaune,Pinot Noir,France,85,40.0,Roger Voss
747,William Knuttel 2007 Pinot Noir (Sonoma Coast),Pinot Noir,US,87,24.0,
750,De Loach 2008 Thornton Vineyard Pinot Noir (Sonoma Coast),Pinot Noir,US,87,45.0,
757,Lane Tanner 2009 Julia's Vineyard Pinot Noir (Santa Maria Valley),Pinot Noir,US,87,36.0,
758,MacRostie 2008 Pinot Noir (Sonoma Coast),Pinot Noir,US,87,34.0,
766,42°S 2008 Pinot Noir (Tasmania),Pinot Noir,Australia,87,18.0,Joe Czerwinski
774,Patton Valley 2010 Lorna Marie Pinot Noir (Willamette Valley),Pinot Noir,US,92,70.0,Paul Gregutt
775,Patton Valley 2010 West Block Pinot Noir (Willamette Valley),Pinot Noir,US,92,48.0,Paul Gregutt
778,Adelsheim 2010 Winderlea Vineyard Pinot Noir (Dundee Hills),Pinot Noir,US,92,105.0,Paul Gregutt
791,Beacon Hill 2013 Chehalem Mountain Vineyard Pinot Noir (Chehalem Mountains),Pinot Noir,US,90,85.0,Paul Gregutt
847,Domaine Bott-Geyl 2012 Galets Oligocène Pinot Noir (Alsace),Pinot Noir,France,90,33.0,Anne Krebiehl MW
848,Domaine Collotte 2014 Clos de Jeu  (Marsannay),Pinot Noir,France,90,,Roger Voss
849,Domaine Faiveley 2014  Gevrey-Chambertin,Pinot Noir,France,90,70.0,Roger Voss
851,Domaine René Bouvier 2014 Champ Salomon  (Marsannay),Pinot Noir,France,90,,Roger Voss
863,West of Temperance 2012 Rio Vista Vineyard Pinot Noir (Sta. Rita Hills),Pinot Noir,US,90,45.0,Matt Kettmann
867,Carabella 2013 Estate Pinot Noir (Chehalem Mountains),Pinot Noir,US,90,40.0,Paul Gregutt
889,Pacific Ridge 2009 Red Label Pinot Noir (Sta. Rita Hills),Pinot Noir,US,90,44.0,
891,2nd Chance 2009 Pinot Noir (Santa Maria Valley),Pinot Noir,US,90,29.0,
915,Coelho 2014 Atração Pinot Noir (Willamette Valley),Pinot Noir,US,87,25.0,Paul Gregutt
942,Ektimo Vineyards 2014 Pinot Noir (Russian River Valley),Pinot Noir,US,87,34.0,Virginie Boone
953,Amalie Robert 2012 i Pinot Noir (Willamette Valley),Pinot Noir,US,87,38.0,Paul Gregutt
975,Feudo Montoni 2008 P Pinot Noir (Sicilia),Pinot Noir,Italy,85,12.0,
1002,Benton-Lane 2006 First Class Pinot Noir (Willamette Valley),Pinot Noir,US,88,60.0,Paul Gregutt
1006,Expression 44° 2006 Pinot Noir (Eola-Amity Hills),Pinot Noir,US,88,40.0,Paul Gregutt
1010,The Four Graces 2005 Black Family Estate Pinot Noir (Dundee Hills),Pinot Noir,US,88,75.0,Paul Gregutt
1045,Honeywood Winery 2006 Pinot Noir (Willamette Valley),Pinot Noir,US,85,24.0,Paul Gregutt
1067,Sea Slopes 2015 Pinot Noir (Sonoma Coast),Pinot Noir,US,94,34.0,Virginie Boone
1068,Trisaetum 2014 Family Reserve MMXIV Pinot Noir (Willamette Valley),Pinot Noir,US,94,100.0,Paul Gregutt
1069,Bergström 2015 Bergström Vineyard Pinot Noir (Dundee Hills),Pinot Noir,US,94,95.0,Paul Gregutt
1070,Bergström 2015 Shea Vineyard Pinot Noir,Pinot Noir,US,94,62.0,Paul Gregutt
1076,Alphonse Mellot 2014 En Grands Champs  (Sancerre),Pinot Noir,France,94,112.0,Roger Voss
1087,Williams Selyem 2015 Terra De Promissio Vineyard Pinot Noir (Sonoma Coast),Pinot Noir,US,94,58.0,Virginie Boone
1091,Cobb 2014 Emmaline Ann Vineyard Pinot Noir (Sonoma Coast),Pinot Noir,US,94,75.0,Virginie Boone
1092,Dion 2014 Old Vines Pinot Noir (Chehalem Mountains),Pinot Noir,US,94,50.0,Paul Gregutt
1093,Domaine Bernard Fleuriet et Fils 2015 Anthocyane  (Sancerre),Pinot Noir,France,94,60.0,Roger Voss
1094,Drouhin Oregon Roserock 2014 Zéphirine Pinot Noir (Eola-Amity Hills),Pinot Noir,US,94,60.0,Paul Gregutt
1125,Belden Barns 2013 Estate Grown Pinot Noir (Sonoma Mountain),Pinot Noir,US,84,38.0,Virginie Boone
1172,Pali 2006 Durell Vineyard Pinot Noir (Sonoma Coast),Pinot Noir,US,86,48.0,
1173,Robert Stemmler 2005 Nugent Vineyard Pinot Noir (Russian River Valley),Pinot Noir,US,86,40.0,
1212,Tantara 2015 Dierberg Pinot Noir (Santa Maria Valley),Pinot Noir,US,93,60.0,Matt Kettmann
1213,Westerly 2013 Pinot Noir (Sta. Rita Hills),Pinot Noir,US,93,40.0,Matt Kettmann
1221,Fess Parker 2015 Pommard Clone Pinot Noir (Sta. Rita Hills),Pinot Noir,US,93,58.0,Matt Kettmann
1227,Piro 2015 Points West Pinot Noir (Santa Maria Valley),Pinot Noir,US,93,32.0,Matt Kettmann
1228,Point & Line 2015 Reserve Pinot Noir (Sta. Rita Hills),Pinot Noir,US,93,55.0,Matt Kettmann
1230,Tantara 2015 La Encantada Pinot Noir (Sta. Rita Hills),Pinot Noir,US,93,65.0,Matt Kettmann
1233,Balletto 2015 Sexton Hill Vineyard Estate Grown Estate Bottled Pinot Noir (Russian River Valley),Pinot Noir,US,92,42.0,Virginie Boone
1234,Bien Nacido 2014 Pinot Noir (Santa Maria Valley),Pinot Noir,US,92,60.0,Matt Kettmann
1264,Ancient Oak Cellars 2007 Siebert Ranch Pinot Noir (Russian River Valley),Pinot Noir,US,85,35.0,
1285,Dashwood 2009 Pinot Noir (Marlborough),Pinot Noir,New Zealand,84,17.0,Joe Czerwinski
1307,Purple Hands 2013 Holstein Vineyard Pinot Noir (Dundee Hills),Pinot Noir,US,89,40.0,Paul Gregutt
1328,Challen 2014 Scarlett Pinot Noir (Sta. Rita Hills),Pinot Noir,US,90,38.0,Matt Kettmann
1359,Toad Hollow 2010 Goldie's Vineyard Pinot Noir (Russian River Valley),Pinot Noir,US,86,17.0,
1388,August Truth 2013 Pinot Noir (Russian River Valley),Pinot Noir,US,88,42.0,Virginie Boone
1392,Apriori 2014 Hicks Family Vineyard Pinot Noir (Santa Cruz Mountains),Pinot Noir,US,88,48.0,Matt Kettmann
1413,Replica 2014 Pinot Noir (California),Pinot Noir,US,88,16.0,Jim Gordon
1441,Fritsch 2011 'P' Pinot Noir (Wagram-Donauland),Pinot Noir,Austria,92,,Anne Krebiehl MW
1450,David Duband 2014 Aux Thorey Premier Cru  (Nuits-St.-Georges),Pinot Noir,France,94,85.0,Roger Voss
1451,David Duband 2014 Les Sentiers Premier Cru  (Chambolle-Musigny),Pinot Noir,France,94,135.0,Roger Voss
1453,Louis Jadot 2014 Clos des Ursules Premier Cru  (Beaune),Pinot Noir,France,94,90.0,Roger Voss
1463,Louis Jadot 2014 Les Boudots Premier Cru  (Nuits-St.-Georges),Pinot Noir,France,93,132.0,Roger Voss
1467,Sandler 2015 Bien Nacido Vineyard Pinot Noir (Santa Maria Valley),Pinot Noir,US,93,36.0,Matt Kettmann
1470,Tolosa 2015 Hollister Edna Ranch Pinot Noir (Edna Valley),Pinot Noir,US,93,100.0,Matt Kettmann
1487,Carneros Creek 2006 Reserve Pinot Noir (Carneros),Pinot Noir,US,85,22.0,
1490,Konrad 2006 Pinot Noir (Marlborough),Pinot Noir,New Zealand,85,23.0,Joe Czerwinski
1492,Mana 2006 Pinot Noir (Marlborough),Pinot Noir,New Zealand,85,16.0,Joe Czerwinski
1501,Sequana 2010 Pinot Noir (Santa Lucia Highlands),Pinot Noir,US,92,32.0,
1502,Small Vines 2010 Baranoff Vineyard Pinot Noir (Russian River Valley),Pinot Noir,US,92,71.0,
1504,Bergström 2010 Temperance Hill Pinot Noir (Eola-Amity Hills),Pinot Noir,US,92,60.0,Paul Gregutt
1514,Carabella 2010 Inchinnan Pinot Noir (Chehalem Mountains),Pinot Noir,US,92,54.0,Paul Gregutt
1523,Rex Hill 2010 Reserve Pinot Noir (Willamette Valley),Pinot Noir,US,92,48.0,Paul Gregutt
1557,Williams Selyem 2009 Precious Mountain Vineyard Pinot Noir (Sonoma Coast),Pinot Noir,US,99,94.0,
1567,Williams Selyem 2009 Allen Vineyard Pinot Noir (Russian River Valley),Pinot Noir,US,97,82.0,
1577,Williams Selyem 2009 Rochioli Riverblock Vineyard Pinot Noir (Russian River Valley),Pinot Noir,US,96,78.0,
1579,Williams Selyem 2009 Flax Vineyard Pinot Noir (Russian River Valley),Pinot Noir,US,95,56.0,
1600,Dark Horse 2014 The Original Pinot Noir (California),Pinot Noir,US,88,10.0,Jim Gordon
1624,Saget la Perrière 2016 La Petite Perrière Pinot Noir (Vin de France),Pinot Noir,France,85,12.0,Roger Voss
1635,Gnarly Head 2015 Pinot Noir (California),Pinot Noir,US,85,12.0,Jim Gordon
1638,Domaine de Reuilly 2015 Pinot Noir (Reuilly),Pinot Noir,France,85,20.0,Roger Voss
1677,Bonaccorsi 2008 Julia's Vineyard Pinot Noir (Santa Maria Valley),Pinot Noir,US,90,50.0,
1724,Chaddsford 2005 Barrel Select Pinot Noir (Pennsylvania),Pinot Noir,US,85,22.0,Susan Kostrzewa
1728,Presqu'ile 2012 Steiner Creek Vineyard Pinot Noir (San Luis Obispo County),Pinot Noir,US,92,48.0,Matt Kettmann
1741,Analemma 2010 Atavus Vineyard Blanc de Noir Pinot Noir (Columbia Gorge (WA)),Pinot Noir,US,92,56.0,Sean P. Sullivan
1758,Les Rocailles 2014 Pinot Noir (Vin de Savoie),Pinot Noir,France,84,19.0,Roger Voss
1787,Krutz 2011 Soberanes Vineyard Pinot Noir (Santa Lucia Highlands),Pinot Noir,US,91,45.0,
1788,Loring Wine Company 2012 Aubaine Vineyard Pinot Noir (San Luis Obispo County),Pinot Noir,US,91,50.0,
1791,Manzoni 2011 Estate Reserve Pinot Noir (Santa Lucia Highlands),Pinot Noir,US,91,60.0,
1795,Bucher 2012 Pinot Noir (Russian River Valley),Pinot Noir,US,91,40.0,
1811,Red Rock 2013 Reserve Pinot Noir (California),Pinot Noir,US,85,14.0,Jim Gordon
1817,Decoy 2013 Pinot Noir (Sonoma County),Pinot Noir,US,85,25.0,Virginie Boone
1830,Cardwell Hill 2014 Blanc de Noir Pinot Noir (Willamette Valley),Pinot Noir,US,84,15.0,Paul Gregutt
1912,Steininger 2010 Sekt Pinot Noir (Österreichischer Sekt),Pinot Noir,Austria,87,32.0,Roger Voss
1916,Emiliana 2011 Novas Gran Reserva Made with Organically Grown Grapes Pinot Noir (Casablanca Valley),Pinot Noir,Chile,87,16.0,Michael Schachner
1935,Anakena 2011 Ona Special Reserve Pinot Noir (Leyda Valley),Pinot Noir,Chile,87,18.0,Michael Schachner
1948,Laetitia 2011 Clone 113 Pinot Noir (Arroyo Grande Valley),Pinot Noir,US,86,32.0,
1962,The Gardener 2011 Pinot Noir (Carneros),Pinot Noir,US,88,35.0,
1965,Laroche 2010 Viña Punto Alto Pinot Noir (Casablanca Valley),Pinot Noir,Chile,88,20.0,Michael Schachner
1966,Youngberg Hill Vineyards 2009 Natasha Pinot Noir (Willamette Valley),Pinot Noir,US,88,40.0,Paul Gregutt
1974,Erath 2010 Prince Hill Pommard Pinot Noir (Dundee Hills),Pinot Noir,US,88,50.0,Paul Gregutt
1980,Pessagno 2010 Pinot Noir (Santa Lucia Highlands),Pinot Noir,US,88,28.0,
1984,Renteria 2009 Knittel Vineyard Pinot Noir (Carneros),Pinot Noir,US,88,40.0,
1996,Wildewood 2013 Guadalupe Vineyard Pinot Noir (Willamette Valley),Pinot Noir,US,84,25.0,Paul Gregutt
2004,Wine by Joe 2013 Pinot Noir (Oregon),Pinot Noir,US,84,19.0,Paul Gregutt
2011,Sands Point 2012 Pinot Noir (Central Coast),Pinot Noir,US,84,15.0,Matt Kettmann
2019,Sanglier Cellars 2011 Pinot Noir (Russian River Valley),Pinot Noir,US,87,38.0,
2031,Publix 2012 Premium Limited Edition Pinot Noir (Russian River Valley),Pinot Noir,US,87,25.0,
2064,Dutton-Goldfield 2007 Dutton Ranch-Freestone Hill Vineyard Pinot Noir (Russian River Valley),Pinot Noir,US,91,58.0,
2070,Alma Rosa 2007 La Encantada Vineyard Pinot Noir (Sta. Rita Hills),Pinot Noir,US,90,49.0,
2081,James Family Cellars 2007 Stony Point Vineyards Pinot Noir (Sonoma Coast),Pinot Noir,US,90,35.0,
2086,Pali 2007 Turner Vineyard Pinot Noir (Sta. Rita Hills),Pinot Noir,US,90,50.0,
2099,Stephen's 2005 Encell Vineyard Pinot Noir (San Luis Obispo County),Pinot Noir,US,87,30.0,
2107,Fenestra 2005 Pinot Noir (Livermore Valley),Pinot Noir,US,87,24.0,
2163,Wetzel Estate 2012 Premier Cuvée Pinot Noir (Willamette Valley),Pinot Noir,US,84,85.0,Paul Gregutt
2177,Peter Paul Wines 2014 Frere Vineyard Pinot Noir (Russian River Valley),Pinot Noir,US,90,60.0,Virginie Boone
2201,Thomas Fogarty 2012 Henry Ayrton's Block Rapley Trail Vineyard Pinot Noir (Santa Cruz Mountains),Pinot Noir,US,88,85.0,Matt Kettmann
2214,Henri de Villamont 2012 Les Champs Claude  (Santenay),Pinot Noir,France,88,,Roger Voss
2219,William Fèvre 2013 Espino Pinot Noir (Maipo Valley),Pinot Noir,Chile,88,17.0,Michael Schachner
2221,Hahn 2014 Pinot Noir (Monterey County),Pinot Noir,US,88,14.0,Matt Kettmann
2227,Louis Jadot 2009 Petite Chapelle Premier Cru  (Gevrey-Chambertin),Pinot Noir,France,94,85.0,Roger Voss
2229,Merry Edwards 2009 Pinot Noir (Sonoma Coast),Pinot Noir,US,94,36.0,
2231,Native 9 2009 Rancho Ontiveros Vineyards Pinot Noir (Santa Maria Valley),Pinot Noir,US,94,64.0,
2235,Pessagno 2009 Four Boys Vineyard Pinot Noir (Santa Lucia Highlands),Pinot Noir,US,94,55.0,
2238,Samsara 2009 Kessler-Haak Vineyard Pinot Noir (Sta. Rita Hills),Pinot Noir,US,94,46.0,
2241,Chronicle 2009 Cerise Vineyard Pinot Noir (Anderson Valley),Pinot Noir,US,94,60.0,
2242,Coghlan 2009 Diopside Pinot Noir (Sta. Rita Hills),Pinot Noir,US,94,40.0,
2250,Kazmer & Blaise 2009 Primo's Hill Pinot Noir (Carneros),Pinot Noir,US,94,50.0,
2268,Stephen's 2006 Stromsoe Vineyard Pinot Noir (San Luis Obispo County),Pinot Noir,US,87,30.0,
2279,Domaine Robert Klingenfus 2010 Signature Pinot Noir (Alsace),Pinot Noir,France,85,17.0,Roger Voss
2347,Ardiri Winery and Vineyards 2012 Pinot Noir (California),Pinot Noir,US,85,29.0,Jim Gordon
2354,Ancient Oak Cellars 2010 Forty-Seven Friends Pinot Noir (Sonoma County),Pinot Noir,US,88,19.0,
2360,Domaines Devillard 2011 Château de Chamirey  (Mercurey),Pinot Noir,France,88,35.0,Roger Voss
2361,Domaines Devillard 2011 Domaine de la Ferté Premier Cru Servoisine  (Givry),Pinot Noir,France,88,40.0,Roger Voss
2386,Dion 2015 Pinot Noir (Chehalem Mountains),Pinot Noir,US,87,25.0,Paul Gregutt
2395,Ransom 2013 Selection Pinot Noir (Eola-Amity Hills),Pinot Noir,US,87,27.0,Paul Gregutt
2400,Ten Sisters 2015 Pinot Noir (Marlborough),Pinot Noir,New Zealand,87,20.0,Joe Czerwinski
2405,Dashwood 2015 Pinot Noir (Marlborough),Pinot Noir,New Zealand,87,18.0,Joe Czerwinski
2410,Tres Palacios 2011 Reserve Pinot Noir (Maipo Valley),Pinot Noir,Chile,85,13.0,Michael Schachner
2429,Erath 2010 Dion Pinot Noir (Chehalem Mountains),Pinot Noir,US,85,50.0,Paul Gregutt
2435,Newman's Own 2010 Pinot Noir (California),Pinot Noir,US,85,10.0,
2439,Domaine Carneros 2012 Clonal Series Swan Pinot Noir (Carneros),Pinot Noir,US,90,55.0,Virginie Boone
2442,Knudsen 2012 Pinot Noir (Dundee Hills),Pinot Noir,US,90,55.0,Paul Gregutt
2443,Buena Vista 2012 Private Reserve Pinot Noir (Sonoma County),Pinot Noir,US,90,65.0,Virginie Boone
2473,Line 39 2013 Pinot Noir (California),Pinot Noir,US,90,11.0,Jim Gordon
2492,Joseph Drouhin 2012  Chorey-lès-Beaune,Pinot Noir,France,88,30.0,Roger Voss
2532,Quartz Reef 2013 Bendigo Single Vineyard Pinot Noir (Central Otago),Pinot Noir,New Zealand,89,45.0,Joe Czerwinski
2554,Brick & Mortar 2013 La Perla Vineyard Pinot Noir (Spring Mountain District),Pinot Noir,US,89,55.0,Virginie Boone
2556,Pace 2013 Sebastiano Vineyard Pinot Noir (Sta. Rita Hills),Pinot Noir,US,89,45.0,Matt Kettmann
2583,Charthia 2013 Pinot Noir (Carneros),Pinot Noir,US,89,45.0,Virginie Boone
2604,Maldonado 2011 Los Olivos Pinot Noir (Napa Valley),Pinot Noir,US,90,42.0,
2647,Millbrook 2010 25th Anniversary Pinot Noir (Hudson River Region),Pinot Noir,US,89,18.0,Anna Lee C. Iijima
2672,Orentano 2009 Pinot Noir (Russian River Valley),Pinot Noir,US,90,38.0,
2676,Keller Estate 2010 La Cruz Vineyard Pinot Noir (Sonoma Coast),Pinot Noir,US,90,45.0,
2681,Bravium 2011 Signal Ridge Vineyard Pinot Noir (Mendocino Ridge),Pinot Noir,US,90,34.0,Virginie Boone
2682,Antonin Rodet 2010  Givry,Pinot Noir,France,90,35.0,Roger Voss
2695,Lane Tanner 2000 Pinot Noir (Santa Maria Valley),Pinot Noir,US,87,22.0,
2697,River Road 2001 Pinot Noir (Russian River Valley),Pinot Noir,US,87,14.0,
2701,Silver 2000 Julia's Vineyard Pinot Noir (Santa Barbara County),Pinot Noir,US,87,45.0,
2706,Wolff 2001 Dijon Clones Selection Pinot Noir (Edna Valley),Pinot Noir,US,87,25.0,
2709,Iron Horse 2002 Rose de Pinot Noir Pinot Noir (Green Valley),Pinot Noir,US,87,15.0,
2710,Opolo 2000 Pinot Noir (Central Coast),Pinot Noir,US,87,32.0,
2711,Savannah-Chanelle 2000 Sleepy Hollow Vineyard Pinot Noir (Santa Lucia Highlands),Pinot Noir,US,87,35.0,
2732,Undurraga 2014 Gran Reserva Sibaris Pinot Noir (Leyda Valley),Pinot Noir,Chile,86,17.0,Michael Schachner
2741,Bodega Volcanes de Chile 2013 Tectonia Pinot Noir (Bío Bío Valley),Pinot Noir,Chile,86,23.0,Michael Schachner
2755,Le Petit Cochonnet 2015 Pinot Noir (Pays d'Oc),Pinot Noir,France,84,11.0,Lauren Buzzeo
2756,Loma Larga 2013 Unfiltered Pinot Noir (Casablanca Valley),Pinot Noir,Chile,84,25.0,Michael Schachner
2764,"Greenwood Ridge 2013 Hundred Point, Estate Bottled Pinot Noir (Anderson Valley)",Pinot Noir,US,84,50.0,Jim Gordon
2778,Jekel 2014 Pinot Noir (Monterey),Pinot Noir,US,83,19.0,Matt Kettmann
2783,Sean Minor 2010 Pinot Noir (Carneros),Pinot Noir,US,84,22.0,
2784,Kirkland Signature 2009 Pinot Noir (Carneros),Pinot Noir,US,84,10.0,
